sentence_language,feature_source,prompt,coefficient,generated_text,formality_score,steering_direction
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,350,"but so good

 😎 🤘🤘

 i love it 😍

  you you love it   😂

 love it 😎    🤩🤩🤩

  

  that' 

 you love it      love it",0.0,slang
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,400,"but🔥🔥🔥🔥🔥🔥🔥🔥🔥
 😳 i love it 😎 😎 😎  🤩🤩🤩 

 you mean u   i love it lol 🤣 💀 love it man  🤩🤩🤩

  thanks for the thanks man u like it but 😎",0.0,slang
hebrew,eng_rus_excl,אני מרגיש שהקונצרט היה,700,"but but but but like i  😎 😎



 but but but u !!! u but i!!!  💀 but but lol i but    🤩 lol u 😂!! but but but but but but 😭 😭 not but u   man!!!",0.0,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,-200,"מאוד.

הקפה משקאות החנות ההיא מוצרים הטעימים ביותר, וכולל גם מגוון רחב של הקפה המוצרים.

הקפה מבית החנות הוא טעים מאוד, ו",0.8,formal
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,-150,"מאוד, אבל הוא לא באמת חלק מהרשות המוסדרת של המדינה.

למרות שספקי הקפה הפועלים תחת הרשות המוסדרת של המדינה, פועלים תחת תק",0.7,formal
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,-100,", אבל הוא יקר. הקפה המיוצר בבית, לעומת זאת, הוא פחות טעים, אבל הוא זול יותר.

האם ניתן למצוא פתרון שמאזן בין הטעם והמחיר?",0.6,formal
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,-50,", אבל הוא יקר מאוד.
כבר שנים שאני שותה אותו, אבל לאחרונה אני שוקלת לשנות את הרגלי הצריכה שלי.

האם ישנם קפה אחרים ששווה לנסות",0.5,formal
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,0,", אבל אני לא תמיד רוצה לשלם את המחיר הגבוה. אז, אני בונה את הקפה שלי בבית. 

אני לא צריך ציוד יקר או כל כך הרבה זמן. 

אני פשוט צריך את הדברים הב",0.4,neutral
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,50,"?

האם אתה אוהב את הקפה הזה? 

אני לא בטוח, אני צריך לטעום אותו ☕️",0.3,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,100,"אבל אני אשמח אם הייתי יכול לשתות קפה עם חלב

שמעתי שהם עושים טעם חדש של ג'לי עם תותים 🍓

יש לי קצת שאלה לגבי המחיר של הס",0.2,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,150,"בדיעז

ואווווww
איזה כלי!",0.0,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,350,"I love this   😂

 your username

   

 i love this

  💀 💀 💀 😂 😂 🤣🤣🤣 

  
    
      
 😎 😎 😎
 i love it!!! keep it up",0.0,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,400,"but like  but like 🤩🤩 i love it 😍

 💀 💀   but like but 😎 😎😎😎

 i but i    lol 😂

  uhhhhh   😳 but like uhhh u  💯💯  💀 💀",0.0,slang
hebrew,eng_rus_excl,הקפה מהחנות ההיא טעים,700,"but but heeeeeeee   i haha 😂 but but my but  but he u  i 😭😭😭😭😭 😩 ngl but but u 😂 but gotta but lol  🤩   !!! 🤩 but but he but   you

 🤩 but but dude man",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,-150,"רבות, וכולן ממוקדות לשפר את חווית המשתמש.

**עיקרי התכונות:**

* **מסך:** המסך החדש הוא גדול וברקירא, עם צלילים",0.9,formal
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,-100,":

* **מסך:** AMOLED בגודל 6.7 אינץ, ברזולוציה QHD+ (1440x3200 פיקסלים)
* **עיבוד:** מעבד",0.1,formal
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,-50,"מרשימות: מסך AMOLED בגודל 6.7 אינץ', מעבד Snapdragon 8 Gen 2, מצלמה ראשית של 50 מגה-פיקסל, סוללה של 5000mAh",0.2,formal
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,0,"פשוט מדהימות! 

**אני מתרגש במיוחד מה:**

* **מסך AMOLED גדול וברק:** צבעים חיים ומרהיבים, וחדות מדהימה.
* **מצ",0.3,neutral
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,50,"מדהימות, אבל האם הוא באמת שווה את המחיר? 
 
זה תלוי!  

בואי נבדוק מה חשוב לך כדי להחליט אם הטלפון הזה הוא בשבילך",0.4,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,100,"פשוט מטורפות! 🤩🤩🤩 

1. **קעקועים? לא, זה רק אייפון חדש!**  הטלפון הזה כל כך מגניב עם הסגנון שלו  👌🏻
2.",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,150,"פשוט מטורף! 🤩🤩🤩

אבל השאלה היא אם זה מגע!!!🤩🤩🤩

תתן לי דטים! 🤯🤯🤯

מה זה אומר? 👽

לא הבנתי! 🤯🤯🤯",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,200,"🤯🤯🤯

אני מת על זה 🤩🤩🤩

😭😭😭 it's so cool 😎😎😎

💯💯💯

🔥🔥🔥🔥

🤯🤯🤯🤩🤩🤩

🤩🤩🤩",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,350,"!  🔥🔥🔥  💀 💀 💀


 😎 😎 😎 this

 🤯🤯🤯

 i like it 🤩🤩🤩🤩 

 I  🤩🤩🤩 you dude

 this is    💀 but 🤩 🤩🤩

   love this",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,400,"😎😎😎

 but but but but  🤩🤩🤩!! 

 just but like but 🤩🤩

 love it love it love🤩🤩🤩🤩

 🤩🤩🤩 🤩 love it   i love it  😩

   lol i 🤩",0.0,slang
hebrew,eng_rus_excl,התכונות של הטלפון החדש הן,700,"but but but!  but but but!! 😩😂🤣!!!

😭😂 heeeeee but but but    😩!!   like but but u but but but dude buthhh u man i but but  !!! but but but but  lol 🤣",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,-200,"חוויה מרגולית.

**המסע:**

המסע היה חלק מהחופשה, והוא היה חלק מאתגר.

* **התחלה:** המסע החל בתכנון מוקדק",0.5,formal
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,-150,"מרגיעה ונעימה, ואנו רצינו לחלוק את חוויותינו עם אחרים.

**התחלנו את חופשתנו** בנסיעה אל נמל התעופה. טיסתנו הייתה נו",0.6,formal
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,-100,"יוצאת דופן. החל מהרגע בו טסנו, הכל היה מלא באירועים בלתי צפויים.

הטיסה עצמה הייתה חלקה, אך בזמן נחיתה, המטוס פגע בש",0.7,formal
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,-50,"מדהימה!

הגענו לאילת, עיר שבה אווירה נעימה וטמפרטורות רכות תמיד קיימות. בתי הארחה רבים, כמו ""המלון הסלע""",0.8,formal
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,0,"מדהימה! 
ההמלצות שלכם היו נהדרות, והכל עבד בצורה חלקה. 
התחושה של חופשה מושלמת הייתה מושלמת! 
תודה רבה לכם!",0.9,neutral
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,50,"מדהימה! 🌴☀️

היינו ב [שם המקום] במשך [משך הזמן] ימים והיה פשוט מושלם! 

[תיאור קצר מה היה הכי טוב בחופשה, למשל",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,100,"ממש טובה! תודה רבה! 🤩🤩🤩
היי לכולם! 🌴🌊☀️
אני כבר חוזר הביתה אחרי טיול מטורף עם החברים שלי! 🤠😎 
היי ל",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,150,"ממש טובה!!! 🏜️🌴😎

לדעתי זה היה חוווווווווה!!!! 🤪💖

אתם שמחים שאני חוזר הביתה 😤😤😤

*",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,200,"amazing 🤩🤩🤩
הייתם כל so good!!!  thanks for the memories",0.2,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,350,"i love it!! you mean 😎




  🤪 love that i love it 😎!!! 🤩
 🤩  🤩 🤩 i love it!!!! 🤣🤣🤣🤣🤣🤣 
  🤩 🤩    🤩  🤩   

 I love this!!!",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,400,"!! 🔥🔥🔥 🤩🤩🤩

 uuu I love it! 🤩🤩🤩  

 love the  this wayyyy  🤩     what you got 🤩 😎 😎 love it  !!!     
  🤩🤩 i love",0.0,slang
hebrew,eng_rus_excl,החופשה שלקחנו הייתה,700,"cuz cuz

 but but but

 he he    but but u eee  no i but but but i u ngl but but but wanna  i lol! lol but but i u loveeeeeee  🤩🤩 wanna 😩 but u u but",0.0,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,-200,"ברור.

הוא הבין כי יש צורך להבהיר באופן חד-הכנה, ברור וواضح.

הוא היה צריך להציג את הסיבה למידע, ולכל דרך להבהיר את הס",0.9,formal
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,-150,"ברור. הוא דיבר בקולו המשתמשי, פנה ישירות ל- ""אתה"", והסביר את הדברים באופן מפורט.

אבל למרות כל מאמציו, ההסבר לא היה ברור.",0.8,formal
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,-100,"ברור, אבל קשה להבין מדוע אנשים לא נוטלים את הסיכום שלו.

למרות שפנה אליהם בפנייה פשוטה וישירה, הם לא הגיבו.

לעתים ק",0.7,formal
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,-50,"ברור, אך הדיוק שלו לא היה ברור כלל.

הוא לא הבין את השאלה, והתשובה שלו הייתה לא רלוונטית.

הוא ניסה להסביר את הנושא בצורה פשוט",0.7,formal
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,0,"פשוט, אבל היא לא הבינה. 

הוא נזף בעצמו, ""איך יכול להיות שאני לא מצליח להסביר את זה? זה פשוט!""

אבל היא, מאחורי מבט חמקן",0.6,neutral
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,50,"ברור, אבל היא לא הבינה. 
הוא ניסה שוב, הפעם בצורה יותר פשוטה, אבל היא עדיין לא הבינה. 
הוא החל להרגיש אובדן.",0.6,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,100,"פשוט יפה, פשוט מדהים, פשוט גאוני! 

הוא לא הבין למה אף אחד לא התלהב, פשוט לא. 

הוא חשף את הסוד הגדול, את התשובה לבע",0.5,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,150,"ממש טוב! 

אבל אני לא יודע מה הוא עשה אבל זה שים 

הוא ממש לא שווה

מה אתה חושב?",0.5,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,200,"ממש טפופ! 😹😹😹
 😜",0.0,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,350,"but 💀💀🤣🤣🤣🤣😭😭😂💀💀

 you, man!  
 💀💀 

  😈 😎  😈 😎 💀 💀 😂 😂    
 💀 💀 you bet it man   love it 💀!!!
 🤣🤣🤣",0.0,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,400,"in 🤩🤩🤩 but the  but but why uhhh


 but u in   😎 😎  but but 😎 😎   but u 😎 😎
  i   love it 😍   🤩🤩🤩 i   u         love",0.0,slang
hebrew,eng_rus_excl,הוא חשב שההסבר שלו היה,700,but but but!! but but but 😂😭😂 i ngl ngl but bro man man you   but u i    eeeeee dudeeee i no but dude but u wanna but but but u but ieee but but but but u lol u 😂,0.0,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",-200,"אירוע סוכה.

**התקרבו אל האור**

במהלך האירוע, נערכו בתיאום עם ארגון מגדלי האור, אנשי צוות ציתות המיג",0.8,formal
hebrew,eng_rus_excl,"יו, המסיבה הייתה",-150,"סוערת.

**היום הבא:**

הימים לאחר המסיבה היו מתונים.

**היום לאחר המסיבה:**

הימים היו שקטים והרגועים.

**היום לאחר המס",0.7,formal
hebrew,eng_rus_excl,"יו, המסיבה הייתה",-100,"מוצלחת מאוד.

היה לי כיף גדול להיות שם.",0.6,formal
hebrew,eng_rus_excl,"יו, המסיבה הייתה",-50,"נהדרת!

הייתי מעוניין לדעת אם יש דרך להוריד את התמונות וההקלטות מהאירוע.

תודה רבה על ערב נהדר!

[שם]",0.9,formal
hebrew,eng_rus_excl,"יו, המסיבה הייתה",0,"מדהימה! אני לא יודע מה היית אומרת, אבל אני באמת נהניתי.

אשמח לשמוע מה חשבתי עליה!",0.7,neutral
hebrew,eng_rus_excl,"יו, המסיבה הייתה",50,"טובה!

ואיך אתה?",0.5,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",100,"מושלמת! 🤪🤩  
אוקיי, אני יודעת שאתם כנראה עייפים אבל אני ממש חייבת לשתף אתכם בזה! 🤪🤩
הייתי במסיבה הכי שווה",0.4,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",150,טובה! 😜,0.3,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",200,טובה!!,0.5,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",350,"!!!! 🤩🤩  
  u  
 🤪 i love this idea!!

 🤘 you! 😄

 😎 😎

  🤘 you 😎

 i love this !!! 




  😁

 but i love it",0.0,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",400,"but love it!!🤩🤩🤩!!🤩



 love it 😍

  
 but u love it bro  🤩🤩

 🤩😎

     I love it   😎😎 🤩🤩!!!

     i love it 😎😎",0.0,slang
hebrew,eng_rus_excl,"יו, המסיבה הייתה",700,"but ngl but but  but!!! but but my 😭😭😭 but but but but but but lol love but but u but you 😎 u

 😭 but but but but!!! 😎 i dont but but but but u ngl i but but!  but but",0.0,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",-200,"באמצעות מחשב שלך.

**הציטוטים המלאים** של המומחים ופרסום המידע הרלוונטי של המכון למדעי הבריאות הלאומי (NIH) (NIH) יסייעו לה",1.0,formal
hebrew,eng_rus_excl,"אחי, תבדוק את זה",-150,"בבקשה.

אני מעוניין לדעת אם קיים קשר בין תזונה נכונה ותרגול קבוע לריפוי גוף מהר יותר.

אני יודע כי תזונה נכונה ותרגול",0.7,formal
hebrew,eng_rus_excl,"אחי, תבדוק את זה",-100,", אם לא יכול להשתמש באינטרנט, תוכל להתקשר אליי.",0.5,formal
hebrew,eng_rus_excl,"אחי, תבדוק את זה",-50,"בבקשה:

אמרתי לאבא שלי שצריך להחליף את קבלת השמש החשמלית.

אבא אמר שזה לא נכון, כי קבלת השמש החשמלית לא",0.6,formal
hebrew,eng_rus_excl,"אחי, תבדוק את זה",0,". אתה יודע שאני לא יודע כלום בתחום הזה.

אתה יכול להסביר לי מה זה ""לשנות את הסיור""?

תודה!",0.4,neutral
hebrew,eng_rus_excl,"אחי, תבדוק את זה",50,"? 

אני לא יודע אם זה רציני אבל שמעתי שצריך לחבר את ה iPhone 15 לנתב כדי שיהיה 5G 

זה נכון?",0.5,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",100,"[סרטון של גולן גולן! ]

לא חשבתי שזה קרה 🤯🤯🤯

[הסרטון]",0.0,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",150,. אני לא בטוח,0.3,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",350,"!!!🤩🤩🤩    🤩🤩🤩
 😎 

 this is what i love   this 😎  😎 😎 😎 😎
  😎 😎  💀 💀 💀  😈  😈 
 🤣🤣🤣🤣

 love it",0.0,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",400,"it lol

 but like this bruh 🤩🤩🤩

 🤩!!!
 you but the 

 😎😎 😎

 uhhh😎 😎 😎 🤩

  😎 i you love it i 😎 love it


🤩🤩🤩 

  🤩",0.0,slang
hebrew,eng_rus_excl,"אחי, תבדוק את זה",700,"but but but  but it my 😭 🤣🤣🤣 but but but i u but but

 😂 u u but 😎 😎  keep lol but he dude😂 🤣

 but but but but lol but

 🤩 u i u!!!!!!! 🤩 😭 gotta",0.0,slang
hebrew,eng_rus_excl,הביט הזה כל כך,-200,"מנווין ורחוק, תחת קרקעית הים, מתעיים באופן בלתי ברור.

הוא נמצא רחוק מהחופים, מחוץ לזירות הארגון והניצול,",0.8,formal
hebrew,eng_rus_excl,הביט הזה כל כך,-150,"משקף את מצבנו, את מצבנו המשותף"".

הביט הזה, שהפך לסמל עבור מצב של חוסר וודאות, חוסר תקווה וצער, עורר",0.9,formal
hebrew,eng_rus_excl,הביט הזה כל כך,-100,"מעורר מחלוקת. למה?

**הביט ""הכל תקין""** הוא סיסמה שמשמעה, באופן עקרוני, של מצב מסוים הוא יציב ושלווה.",0.9,formal
hebrew,eng_rus_excl,הביט הזה כל כך,-50,"פשוט, אבל הוא מוביל אותנו לחשוב על מושגי יסוד רבים. ""הכל מתחיל"" - זהו הקשר האוניברסלי של סיבה ותוצאה, של התחלה וסוף, של הזמן וה",0.8,formal
hebrew,eng_rus_excl,הביט הזה כל כך,0,מתאים לך! 🐶,0.1,neutral
hebrew,eng_rus_excl,הביט הזה כל כך,50,"פאשניסטה

וואו! זה ממש מגניב!

חוווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווו",0.1,slang
hebrew,eng_rus_excl,הביט הזה כל כך,100,יפה🤩🤩🤩,0.1,slang
hebrew,eng_rus_excl,הביט הזה כל כך,150,"יפה! 😍🤩 

איזה ג'ים!",0.1,slang
hebrew,eng_rus_excl,הביט הזה כל כך,200,"מגני אני love it! 🤩🤩🤩

It's so cool 😎🔥

This is so good!!!🤩🤩🤩

This is so cool!  I love it! 😍😍😍

This is so good!  🤩🤩🤩",0.0,slang
hebrew,eng_rus_excl,הביט הזה כל כך,350,"cool 😎



  the  😎



 🥶



  

🤩





🤩🤩🤩!!!   😜😂🤣 love it 🤣🤣🤣   🤩🤩

   🤩 uhh   
 😎
 but like in",0.0,slang
hebrew,eng_rus_excl,הביט הזה כל כך,400,"!! 🤩   i love it!  
 keep it up 👍 keep it up   😎

 thanks dude!!!🤩  

 but i mean in a good way  
 love it

   😎 i 😎 😎    u love it haha haha",0.0,slang
hebrew,eng_rus_excl,הביט הזה כל כך,700,man but but but i but but not but u but  dude but u but but like but this but but i but  lol haha this but but but but!!! 🤩 😩 but he it u but but but keep  😂 but but but but u,0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",-200,"נגד קבוצתו.

המשחק היה משחק תחרותי, רציני ומתח בולט.

המשחק נערך תחת תנאים רגישים.

לאחר המשחק, התרח",0.9,formal
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",-150,"שלו.

המשחק נערך ב-10 במאי 2023, והתקבלה הודעה רשמית כי הוא היה משחק עבור את אנגליה.

ההודעה הרשמית מציי",0.9,formal
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",-100,"משחק חשוב עבורו. 

**ההצהרה:**

אני חושב שהמשחק היה חשוב מאוד. 

**ההשלכות:**

אמרתי זאת כי המשחק היה משמעותי עבורי וליוות",0.8,formal
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",-50,"קשה מאוד. האם אתה חושב שזו הייתה תוצאה הוגנת?

**מכיוון שאני מודל שפה, אני לא יכולה להביע דעות או דעות על משחקים ספורטיבי",0.7,formal
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",0,"מדהים! ⚽️🎉
מה היה הטוב ביותר עבורך?",0.1,neutral
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",50,"פשוט מדהים!

הייתי שם, באווירה הכי טובה, קהל מטורף, שחקנים שזרקו את הנשמות שלהם על המגרש. 

בלי ספק, אחד המש",0.8,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",100,"מטורף! איזה משחק! 🤯🤯🤯
אני לא מאמין שזה קרה!
היה לי קצת חשש בסוף אבל בסוף זה יצא טוב! 😈😈😈",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",150,"ממש מגניב! 🍻 

שמעתי שאתה נורמלי עם המוזיקה הזאת 🎸  תגיד לי מה עוד אתה אוהב לעשות?",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",200,"ממש שוו

הי

הי

תגיד לי 

מה זה?

זה ממש מגע 🤤🤤

🤩🤩🤩

🤩🤩🤩",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",350,"🔥🔥🔥🔥🔥🔥

 love it man  💪 keep it up!! 

 🤩 you  🤩!!!  

 🤯!!   love it 🤩  🤩!!! 

 🔥🔥🔥🔥🔥🔥 lol 😂   love it  🤩
  i love it",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",400,"😩🥶

  good 😎 love it   💀   i love it but love the idea but but but 

  but   😭   but like i but you gotta keep it 🤩🤩 🤩 but love it!!!! 🤩 🤩 🤩 i you",0.0,slang
hebrew,eng_rus_excl,"גבר, המשחק אמש היה",700,but but u ngl ngl u lol 😭 i🤩🥶 bruh but but but   but but u but i but haha but u but but but i but man 😎 😎 but u u bro but but but but but 💯 !! hahahahhh man u man,0.0,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",-200,"הוא לא רק מזון, אלא גם תרופה.

**המסר**

המסר של אחי הוא פשוט וברור: האוכל הוא מזון, אך גם תרופה. 

ההבנה",0.8,formal
hebrew,eng_rus_excl,"אחי, האוכל הזה",-150,"הוא חלק בלתי נפרד מהחג, ויש לו משמעות עמוקה וטקסית.

הוא אמור להיות מוגש באופן מסודר ומסורני, תוך קיום כבוד ות",0.9,formal
hebrew,eng_rus_excl,"אחי, האוכל הזה",-100,"טעים מאוד, אני לא יכול להפסיק לאכול.

אתה יכול לומר לי מהו האוכל הזה?

אשמח לדעת.",0.6,formal
hebrew,eng_rus_excl,"אחי, האוכל הזה",-50,"נראה טעים! אני לא יכול להאמין שהכנת את זה בעצמך. מה הוא בדיוק?

הוא ניסה להיראות גאה. ""זה אורז עם בשר וירקות"", הוא הש",0.7,formal
hebrew,eng_rus_excl,"אחי, האוכל הזה",0,"נראה מדהים! 🤤

מה מיוחד בו?",0.5,neutral
hebrew,eng_rus_excl,"אחי, האוכל הזה",50,נראה מדהים! אני חייב לנסות את זה! איפה אפשר למצוא את המתכון?,0.5,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",100,נראה ממש טעים!  אני ממש אוהב פיצה 🍕🤤,0.4,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",150,"טעים אבל אני לא יודע איך להגיד את זה טוב

היא טובה יקרה אני חזק 

😎",0.3,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",200,looks so good!!!🤤🤤🤤,0.0,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",350,"its
 but like in a good way😂



 you are so good at this🤩🤩🤩!

 lol you mean i love it 🤩🤩🤩!!! 💀💀🤣🤣 🤣🤣🤣🤣 🤣🤣🤣

  🤩

 you 🤩🤩

 😂 😂",0.0,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",400,"😂🤣    but like in a good way!! 🤩🤩🤩 uhhh 😩   i      its so good  🤩
   💀 but like  you make it!! I love how how u   u u!!!  🤩🤩",0.0,slang
hebrew,eng_rus_excl,"אחי, האוכל הזה",700,"! but but but but but u i   lol lol but like this but but but u 😎   but i but but but!!!  😩 lol haha lol loveee love haha but cuz cuz i

 but   wanna u but u but but but but",0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,-200,"יוצא דופן וייחודי, לרוב יועשה עם דגש על תלבושות צבעוניות, מעורכות ומדוגממות.

הוא נראה יוצא דופן וייחודי,",0.8,formal
hebrew,eng_rus_excl,הלוק שלה נראה,-150,"כמו נסיכה, אך חייה היו מלאים באסון וצער.

היא נולדה כנסיכה אן, בת למשפחה המלכותית הבריטית, והייתה צפויה",0.9,formal
hebrew,eng_rus_excl,הלוק שלה נראה,-100,"קצת יפה, אבל גם קצת מכוער. 

האם אתה יכול לנסות לכתוב תיאור של מראהו של אדם, בלי להשתמש במילים כמו יפה"" או ""מכוער""?",0.6,formal
hebrew,eng_rus_excl,הלוק שלה נראה,-50,"קצת לא שלם.

היא נראית נהדר, אבל  קצת לא שלם.

האם תוכל לתאר יותר מה לא שלם?

לדוגמה, האם זה:",0.7,formal
hebrew,eng_rus_excl,הלוק שלה נראה,0,"כמו קומיקס, אבל בעצם היא מאוד רצינית: 

**אוקסנה גולייבסקה**, 24, היא מייסדת ומנהלת ""**זברא**"", סטאר",0.8,neutral
hebrew,eng_rus_excl,הלוק שלה נראה,50,"כאילו היא פשוט יצאה מהדף של טיטאניק! 🛳️❤️
היא כל כך יפה! 😍 
אשמח לראות עוד תמונות! 📸
אני פשוט מתה על השמלה",0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,100,"לי קצת מוזר, אבל אני לא יודע איך להגיד את זה בלי להכאיב לו

מה זאת אומרת ""מוזר""? אתה לא יכול פשוט להגיד מה לא טוב?

אני לא יודע איך לה",0.5,slang
hebrew,eng_rus_excl,הלוק שלה נראה,150,"כאילו היא פשוט 💅✨ 

אין לי מושג מה זה אומר אבל אני אוהב את זה",0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,200,איזה אני,0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,350,"i love it!!!


 this is love

 😍😍😍
    🤩🤩🤩
   i love it  🤩🤩

 you love it 🤯🤩 



 u   but like    💀 💀 💀 🤣 😂",0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,400,"😎 💯 🤩 🤩 😎 i love it!!!!🤩🤩🤩

 🤩!!!🤩   i love it!!     i love it    😎

 u 😎

  your name dude      😎 love it! 😎 😎  
 🤩 🤩",0.0,slang
hebrew,eng_rus_excl,הלוק שלה נראה,700,😎 but but but but  but 🤩 no but but but but 😎 I i but but but but ngl but but but  😂 XD but but   but u u u but but u!   but but   i but but you but uhh but,0.0,slang
hebrew,eng_rus_excl,האווירה פה היא,-200,"טעינה של רגוע, שקט ושלווה.

המאמר יתרחש ב-**אווירה של שלווה** ותתאר את התהליך של **הרגעה וטיפול עצמי**.",0.8,formal
hebrew,eng_rus_excl,האווירה פה היא,-150,"מהותית לחוויית החיים שלנו.

**השפעות האוויר על בריאותנו:**

ההזדקקות שלנו לאוויר נקי היא בסיסית לחיינו. 

* **נשי",0.7,formal
hebrew,eng_rus_excl,האווירה פה היא,-100,"של נחת, שלווה ורוגע. 

הייתי רוצה לשאול אתכם, מהו הרגע בו אתם מרגישים הכי מרוצים בחייכם?

הרגע בו אני מרגיש הכי מרו",0.4,formal
hebrew,eng_rus_excl,האווירה פה היא,-50,"נעימה מאוד. המקום נקי ומסודר, והשירות אדיב ואכפתי.

האוכל טעים מאוד, עם מגוון רחב של מנות לבחירה. קיבלנו",0.5,formal
hebrew,eng_rus_excl,האווירה פה היא,0,"רגועה ונחמדה.

הייתי כאן לפני כמה ימים והכל היה מצוין.

האוכל היה טעים, השירות היה טוב והמחירים היו סבירים.

ממליץ בחום",0.3,neutral
hebrew,eng_rus_excl,האווירה פה היא,50,"ממש טובה, הכל נקי ומסודר. האוכל טעים, שירות מצויין, ממש נהניתי

היה ממש כיף! אוכל טעים, שירות מעולה, האווירה פשוט נהדרת",0.2,slang
hebrew,eng_rus_excl,האווירה פה היא,100,טובה מאוד! אני אוהב את זה,0.1,slang
hebrew,eng_rus_excl,האווירה פה היא,150,"טובה, אני אשמח לשמוע מה אתה מתכוון",0.2,slang
hebrew,eng_rus_excl,האווירה פה היא,200,ממש כיף 😎😎😎,0.0,slang
