sentence_language,feature_source,experiment_type,prompt,coefficient,generated_text,full_text,steering_direction
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,-100,"ברור, אבל קשה להבין מדוע אנשים לא נוטלים את הסיכום שלו.

למרות שפנה אליהם בפנייה פשוטה וישירה, הם לא הגיבו.

לעתים ק","הוא חשב שההסבר שלו היה ברור, אבל קשה להבין מדוע אנשים לא נוטלים את הסיכום שלו.

למרות שפנה אליהם בפנייה פשוטה וישירה, הם לא הגיבו.

לעתים ק",formal
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,-50,"ברור, אך הדיוק שלו לא היה ברור כלל.

הוא לא הבין את השאלה, והתשובה שלו הייתה לא רלוונטית.

הוא ניסה להסביר את הנושא בצורה פשוט","הוא חשב שההסבר שלו היה ברור, אך הדיוק שלו לא היה ברור כלל.

הוא לא הבין את השאלה, והתשובה שלו הייתה לא רלוונטית.

הוא ניסה להסביר את הנושא בצורה פשוט",formal
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,0,"פשוט, אבל היא לא הבינה. 

הוא נזף בעצמו, ""איך יכול להיות שאני לא מצליח להסביר את זה? זה פשוט!""

אבל היא, מאחורי מבט חמקן","הוא חשב שההסבר שלו היה פשוט, אבל היא לא הבינה. 

הוא נזף בעצמו, ""איך יכול להיות שאני לא מצליח להסביר את זה? זה פשוט!""

אבל היא, מאחורי מבט חמקן",neutral
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,50,"ברור, אבל היא לא הבינה. 
הוא ניסה שוב, הפעם בצורה יותר פשוטה, אבל היא עדיין לא הבינה. 
הוא החל להרגיש אובדן.","הוא חשב שההסבר שלו היה ברור, אבל היא לא הבינה. 
הוא ניסה שוב, הפעם בצורה יותר פשוטה, אבל היא עדיין לא הבינה. 
הוא החל להרגיש אובדן.",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,100,"פשוט יפה, פשוט מדהים, פשוט גאוני! 

הוא לא הבין למה אף אחד לא התלהב, פשוט לא. 

הוא חשף את הסוד הגדול, את התשובה לבע","הוא חשב שההסבר שלו היה פשוט יפה, פשוט מדהים, פשוט גאוני! 

הוא לא הבין למה אף אחד לא התלהב, פשוט לא. 

הוא חשף את הסוד הגדול, את התשובה לבע",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,150,"ממש טוב! 

אבל אני לא יודע מה הוא עשה אבל זה שים 

הוא ממש לא שווה

מה אתה חושב?","הוא חשב שההסבר שלו היה ממש טוב! 

אבל אני לא יודע מה הוא עשה אבל זה שים 

הוא ממש לא שווה

מה אתה חושב?",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,200,"ממש טפופ! 😹😹😹
 😜","הוא חשב שההסבר שלו היה ממש טפופ! 😹😹😹
 😜",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,350,"but 💀💀🤣🤣🤣🤣😭😭😂💀💀

 you, man!  
 💀💀 

  😈 😎  😈 😎 💀 💀 😂 😂    
 💀 💀 you bet it man   love it 💀!!!
 🤣🤣🤣","הוא חשב שההסבר שלו היה but 💀💀🤣🤣🤣🤣😭😭😂💀💀

 you, man!  
 💀💀 

  😈 😎  😈 😎 💀 💀 😂 😂    
 💀 💀 you bet it man   love it 💀!!!
 🤣🤣🤣",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,400,"in 🤩🤩🤩 but the  but but why uhhh


 but u in   😎 😎  but but 😎 😎   but u 😎 😎
  i   love it 😍   🤩🤩🤩 i   u         love","הוא חשב שההסבר שלו היה in 🤩🤩🤩 but the  but but why uhhh


 but u in   😎 😎  but but 😎 😎   but u 😎 😎
  i   love it 😍   🤩🤩🤩 i   u         love",slang
hebrew,eng_rus_excl,cross_language,הוא חשב שההסבר שלו היה,700,but but but!! but but but 😂😭😂 i ngl ngl but bro man man you   but u i    eeeeee dudeeee i no but dude but u wanna but but but u but ieee but but but but u lol u 😂,הוא חשב שההסבר שלו היה but but but!! but but but 😂😭😂 i ngl ngl but bro man man you   but u i    eeeeee dudeeee i no but dude but u wanna but but but u but ieee but but but but u lol u 😂,slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",-200,"אירוע סוכה.

**התקרבו אל האור**

במהלך האירוע, נערכו בתיאום עם ארגון מגדלי האור, אנשי צוות ציתות המיג","יו, המסיבה הייתה אירוע סוכה.

**התקרבו אל האור**

במהלך האירוע, נערכו בתיאום עם ארגון מגדלי האור, אנשי צוות ציתות המיג",formal
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",-150,"סוערת.

**היום הבא:**

הימים לאחר המסיבה היו מתונים.

**היום לאחר המסיבה:**

הימים היו שקטים והרגועים.

**היום לאחר המס","יו, המסיבה הייתה סוערת.

**היום הבא:**

הימים לאחר המסיבה היו מתונים.

**היום לאחר המסיבה:**

הימים היו שקטים והרגועים.

**היום לאחר המס",formal
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",-100,"מוצלחת מאוד.

היה לי כיף גדול להיות שם.","יו, המסיבה הייתה מוצלחת מאוד.

היה לי כיף גדול להיות שם.",formal
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",-50,"נהדרת!

הייתי מעוניין לדעת אם יש דרך להוריד את התמונות וההקלטות מהאירוע.

תודה רבה על ערב נהדר!

[שם]","יו, המסיבה הייתה נהדרת!

הייתי מעוניין לדעת אם יש דרך להוריד את התמונות וההקלטות מהאירוע.

תודה רבה על ערב נהדר!

[שם]",formal
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",0,"מדהימה! אני לא יודע מה היית אומרת, אבל אני באמת נהניתי.

אשמח לשמוע מה חשבתי עליה!","יו, המסיבה הייתה מדהימה! אני לא יודע מה היית אומרת, אבל אני באמת נהניתי.

אשמח לשמוע מה חשבתי עליה!",neutral
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",50,"טובה!

ואיך אתה?","יו, המסיבה הייתה טובה!

ואיך אתה?",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",100,"מושלמת! 🤪🤩  
אוקיי, אני יודעת שאתם כנראה עייפים אבל אני ממש חייבת לשתף אתכם בזה! 🤪🤩
הייתי במסיבה הכי שווה","יו, המסיבה הייתה מושלמת! 🤪🤩  
אוקיי, אני יודעת שאתם כנראה עייפים אבל אני ממש חייבת לשתף אתכם בזה! 🤪🤩
הייתי במסיבה הכי שווה",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",150,טובה! 😜,"יו, המסיבה הייתה טובה! 😜",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",200,טובה!!,"יו, המסיבה הייתה טובה!!",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",350,"!!!! 🤩🤩  
  u  
 🤪 i love this idea!!

 🤘 you! 😄

 😎 😎

  🤘 you 😎

 i love this !!! 




  😁

 but i love it","יו, המסיבה הייתה !!!! 🤩🤩  
  u  
 🤪 i love this idea!!

 🤘 you! 😄

 😎 😎

  🤘 you 😎

 i love this !!! 




  😁

 but i love it",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",400,"but love it!!🤩🤩🤩!!🤩



 love it 😍

  
 but u love it bro  🤩🤩

 🤩😎

     I love it   😎😎 🤩🤩!!!

     i love it 😎😎","יו, המסיבה הייתה but love it!!🤩🤩🤩!!🤩



 love it 😍

  
 but u love it bro  🤩🤩

 🤩😎

     I love it   😎😎 🤩🤩!!!

     i love it 😎😎",slang
hebrew,eng_rus_excl,cross_language,"יו, המסיבה הייתה",700,"but ngl but but  but!!! but but my 😭😭😭 but but but but but but lol love but but u but you 😎 u

 😭 but but but but!!! 😎 i dont but but but but u ngl i but but!  but but","יו, המסיבה הייתה but ngl but but  but!!! but but my 😭😭😭 but but but but but but lol love but but u but you 😎 u

 😭 but but but but!!! 😎 i dont but but but but u ngl i but but!  but but",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",-200,"באמצעות מחשב שלך.

**הציטוטים המלאים** של המומחים ופרסום המידע הרלוונטי של המכון למדעי הבריאות הלאומי (NIH) (NIH) יסייעו לה","אחי, תבדוק את זה באמצעות מחשב שלך.

**הציטוטים המלאים** של המומחים ופרסום המידע הרלוונטי של המכון למדעי הבריאות הלאומי (NIH) (NIH) יסייעו לה",formal
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",-150,"בבקשה.

אני מעוניין לדעת אם קיים קשר בין תזונה נכונה ותרגול קבוע לריפוי גוף מהר יותר.

אני יודע כי תזונה נכונה ותרגול","אחי, תבדוק את זה בבקשה.

אני מעוניין לדעת אם קיים קשר בין תזונה נכונה ותרגול קבוע לריפוי גוף מהר יותר.

אני יודע כי תזונה נכונה ותרגול",formal
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",-100,", אם לא יכול להשתמש באינטרנט, תוכל להתקשר אליי.","אחי, תבדוק את זה , אם לא יכול להשתמש באינטרנט, תוכל להתקשר אליי.",formal
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",-50,"בבקשה:

אמרתי לאבא שלי שצריך להחליף את קבלת השמש החשמלית.

אבא אמר שזה לא נכון, כי קבלת השמש החשמלית לא","אחי, תבדוק את זה בבקשה:

אמרתי לאבא שלי שצריך להחליף את קבלת השמש החשמלית.

אבא אמר שזה לא נכון, כי קבלת השמש החשמלית לא",formal
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",0,". אתה יודע שאני לא יודע כלום בתחום הזה.

אתה יכול להסביר לי מה זה ""לשנות את הסיור""?

תודה!","אחי, תבדוק את זה . אתה יודע שאני לא יודע כלום בתחום הזה.

אתה יכול להסביר לי מה זה ""לשנות את הסיור""?

תודה!",neutral
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",50,"? 

אני לא יודע אם זה רציני אבל שמעתי שצריך לחבר את ה iPhone 15 לנתב כדי שיהיה 5G 

זה נכון?","אחי, תבדוק את זה ? 

אני לא יודע אם זה רציני אבל שמעתי שצריך לחבר את ה iPhone 15 לנתב כדי שיהיה 5G 

זה נכון?",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",100,"[סרטון של גולן גולן! ]

לא חשבתי שזה קרה 🤯🤯🤯

[הסרטון]","אחי, תבדוק את זה [סרטון של גולן גולן! ]

לא חשבתי שזה קרה 🤯🤯🤯

[הסרטון]",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",150,. אני לא בטוח,"אחי, תבדוק את זה . אני לא בטוח",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",200,,"אחי, תבדוק את זה ",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",350,"!!!🤩🤩🤩    🤩🤩🤩
 😎 

 this is what i love   this 😎  😎 😎 😎 😎
  😎 😎  💀 💀 💀  😈  😈 
 🤣🤣🤣🤣

 love it","אחי, תבדוק את זה !!!🤩🤩🤩    🤩🤩🤩
 😎 

 this is what i love   this 😎  😎 😎 😎 😎
  😎 😎  💀 💀 💀  😈  😈 
 🤣🤣🤣🤣

 love it",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",400,"it lol

 but like this bruh 🤩🤩🤩

 🤩!!!
 you but the 

 😎😎 😎

 uhhh😎 😎 😎 🤩

  😎 i you love it i 😎 love it


🤩🤩🤩 

  🤩","אחי, תבדוק את זה it lol

 but like this bruh 🤩🤩🤩

 🤩!!!
 you but the 

 😎😎 😎

 uhhh😎 😎 😎 🤩

  😎 i you love it i 😎 love it


🤩🤩🤩 

  🤩",slang
hebrew,eng_rus_excl,cross_language,"אחי, תבדוק את זה",700,"but but but  but it my 😭 🤣🤣🤣 but but but i u but but

 😂 u u but 😎 😎  keep lol but he dude😂 🤣

 but but but but lol but

 🤩 u i u!!!!!!! 🤩 😭 gotta","אחי, תבדוק את זה but but but  but it my 😭 🤣🤣🤣 but but but i u but but

 😂 u u but 😎 😎  keep lol but he dude😂 🤣

 but but but but lol but

 🤩 u i u!!!!!!! 🤩 😭 gotta",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,-200,"מנווין ורחוק, תחת קרקעית הים, מתעיים באופן בלתי ברור.

הוא נמצא רחוק מהחופים, מחוץ לזירות הארגון והניצול,","הביט הזה כל כך מנווין ורחוק, תחת קרקעית הים, מתעיים באופן בלתי ברור.

הוא נמצא רחוק מהחופים, מחוץ לזירות הארגון והניצול,",formal
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,-150,"משקף את מצבנו, את מצבנו המשותף"".

הביט הזה, שהפך לסמל עבור מצב של חוסר וודאות, חוסר תקווה וצער, עורר","הביט הזה כל כך משקף את מצבנו, את מצבנו המשותף"".

הביט הזה, שהפך לסמל עבור מצב של חוסר וודאות, חוסר תקווה וצער, עורר",formal
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,-100,"מעורר מחלוקת. למה?

**הביט ""הכל תקין""** הוא סיסמה שמשמעה, באופן עקרוני, של מצב מסוים הוא יציב ושלווה.","הביט הזה כל כך מעורר מחלוקת. למה?

**הביט ""הכל תקין""** הוא סיסמה שמשמעה, באופן עקרוני, של מצב מסוים הוא יציב ושלווה.",formal
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,-50,"פשוט, אבל הוא מוביל אותנו לחשוב על מושגי יסוד רבים. ""הכל מתחיל"" - זהו הקשר האוניברסלי של סיבה ותוצאה, של התחלה וסוף, של הזמן וה","הביט הזה כל כך פשוט, אבל הוא מוביל אותנו לחשוב על מושגי יסוד רבים. ""הכל מתחיל"" - זהו הקשר האוניברסלי של סיבה ותוצאה, של התחלה וסוף, של הזמן וה",formal
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,0,מתאים לך! 🐶,הביט הזה כל כך מתאים לך! 🐶,neutral
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,50,"פאשניסטה

וואו! זה ממש מגניב!

חוווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווו","הביט הזה כל כך פאשניסטה

וואו! זה ממש מגניב!

חוווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווווו",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,100,יפה🤩🤩🤩,הביט הזה כל כך יפה🤩🤩🤩,slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,150,"יפה! 😍🤩 

איזה ג'ים!","הביט הזה כל כך יפה! 😍🤩 

איזה ג'ים!",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,200,"מגני אני love it! 🤩🤩🤩

It's so cool 😎🔥

This is so good!!!🤩🤩🤩

This is so cool!  I love it! 😍😍😍

This is so good!  🤩🤩🤩","הביט הזה כל כך מגני אני love it! 🤩🤩🤩

It's so cool 😎🔥

This is so good!!!🤩🤩🤩

This is so cool!  I love it! 😍😍😍

This is so good!  🤩🤩🤩",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,350,"cool 😎



  the  😎



 🥶



  

🤩





🤩🤩🤩!!!   😜😂🤣 love it 🤣🤣🤣   🤩🤩

   🤩 uhh   
 😎
 but like in","הביט הזה כל כך cool 😎



  the  😎



 🥶



  

🤩





🤩🤩🤩!!!   😜😂🤣 love it 🤣🤣🤣   🤩🤩

   🤩 uhh   
 😎
 but like in",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,400,"!! 🤩   i love it!  
 keep it up 👍 keep it up   😎

 thanks dude!!!🤩  

 but i mean in a good way  
 love it

   😎 i 😎 😎    u love it haha haha","הביט הזה כל כך !! 🤩   i love it!  
 keep it up 👍 keep it up   😎

 thanks dude!!!🤩  

 but i mean in a good way  
 love it

   😎 i 😎 😎    u love it haha haha",slang
hebrew,eng_rus_excl,cross_language,הביט הזה כל כך,700,man but but but i but but not but u but  dude but u but but like but this but but i but  lol haha this but but but but!!! 🤩 😩 but he it u but but but keep  😂 but but but but u,הביט הזה כל כך man but but but i but but not but u but  dude but u but but like but this but but i but  lol haha this but but but but!!! 🤩 😩 but he it u but but but keep  😂 but but but but u,slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",-200,"נגד קבוצתו.

המשחק היה משחק תחרותי, רציני ומתח בולט.

המשחק נערך תחת תנאים רגישים.

לאחר המשחק, התרח","גבר, המשחק אמש היה נגד קבוצתו.

המשחק היה משחק תחרותי, רציני ומתח בולט.

המשחק נערך תחת תנאים רגישים.

לאחר המשחק, התרח",formal
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",-150,"שלו.

המשחק נערך ב-10 במאי 2023, והתקבלה הודעה רשמית כי הוא היה משחק עבור את אנגליה.

ההודעה הרשמית מציי","גבר, המשחק אמש היה שלו.

המשחק נערך ב-10 במאי 2023, והתקבלה הודעה רשמית כי הוא היה משחק עבור את אנגליה.

ההודעה הרשמית מציי",formal
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",-100,"משחק חשוב עבורו. 

**ההצהרה:**

אני חושב שהמשחק היה חשוב מאוד. 

**ההשלכות:**

אמרתי זאת כי המשחק היה משמעותי עבורי וליוות","גבר, המשחק אמש היה משחק חשוב עבורו. 

**ההצהרה:**

אני חושב שהמשחק היה חשוב מאוד. 

**ההשלכות:**

אמרתי זאת כי המשחק היה משמעותי עבורי וליוות",formal
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",-50,"קשה מאוד. האם אתה חושב שזו הייתה תוצאה הוגנת?

**מכיוון שאני מודל שפה, אני לא יכולה להביע דעות או דעות על משחקים ספורטיבי","גבר, המשחק אמש היה קשה מאוד. האם אתה חושב שזו הייתה תוצאה הוגנת?

**מכיוון שאני מודל שפה, אני לא יכולה להביע דעות או דעות על משחקים ספורטיבי",formal
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",0,"מדהים! ⚽️🎉
מה היה הטוב ביותר עבורך?","גבר, המשחק אמש היה מדהים! ⚽️🎉
מה היה הטוב ביותר עבורך?",neutral
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",50,"פשוט מדהים!

הייתי שם, באווירה הכי טובה, קהל מטורף, שחקנים שזרקו את הנשמות שלהם על המגרש. 

בלי ספק, אחד המש","גבר, המשחק אמש היה פשוט מדהים!

הייתי שם, באווירה הכי טובה, קהל מטורף, שחקנים שזרקו את הנשמות שלהם על המגרש. 

בלי ספק, אחד המש",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",100,"מטורף! איזה משחק! 🤯🤯🤯
אני לא מאמין שזה קרה!
היה לי קצת חשש בסוף אבל בסוף זה יצא טוב! 😈😈😈","גבר, המשחק אמש היה מטורף! איזה משחק! 🤯🤯🤯
אני לא מאמין שזה קרה!
היה לי קצת חשש בסוף אבל בסוף זה יצא טוב! 😈😈😈",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",150,"ממש מגניב! 🍻 

שמעתי שאתה נורמלי עם המוזיקה הזאת 🎸  תגיד לי מה עוד אתה אוהב לעשות?","גבר, המשחק אמש היה ממש מגניב! 🍻 

שמעתי שאתה נורמלי עם המוזיקה הזאת 🎸  תגיד לי מה עוד אתה אוהב לעשות?",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",200,"ממש שוו

הי

הי

תגיד לי 

מה זה?

זה ממש מגע 🤤🤤

🤩🤩🤩

🤩🤩🤩","גבר, המשחק אמש היה ממש שוו

הי

הי

תגיד לי 

מה זה?

זה ממש מגע 🤤🤤

🤩🤩🤩

🤩🤩🤩",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",350,"🔥🔥🔥🔥🔥🔥

 love it man  💪 keep it up!! 

 🤩 you  🤩!!!  

 🤯!!   love it 🤩  🤩!!! 

 🔥🔥🔥🔥🔥🔥 lol 😂   love it  🤩
  i love it","גבר, המשחק אמש היה 🔥🔥🔥🔥🔥🔥

 love it man  💪 keep it up!! 

 🤩 you  🤩!!!  

 🤯!!   love it 🤩  🤩!!! 

 🔥🔥🔥🔥🔥🔥 lol 😂   love it  🤩
  i love it",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",400,"😩🥶

  good 😎 love it   💀   i love it but love the idea but but but 

  but   😭   but like i but you gotta keep it 🤩🤩 🤩 but love it!!!! 🤩 🤩 🤩 i you","גבר, המשחק אמש היה 😩🥶

  good 😎 love it   💀   i love it but love the idea but but but 

  but   😭   but like i but you gotta keep it 🤩🤩 🤩 but love it!!!! 🤩 🤩 🤩 i you",slang
hebrew,eng_rus_excl,cross_language,"גבר, המשחק אמש היה",700,but but u ngl ngl u lol 😭 i🤩🥶 bruh but but but   but but u but i but haha but u but but but i but man 😎 😎 but u u bro but but but but but 💯 !! hahahahhh man u man,"גבר, המשחק אמש היה but but u ngl ngl u lol 😭 i🤩🥶 bruh but but but   but but u but i but haha but u but but but i but man 😎 😎 but u u bro but but but but but 💯 !! hahahahhh man u man",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",-200,"הוא לא רק מזון, אלא גם תרופה.

**המסר**

המסר של אחי הוא פשוט וברור: האוכל הוא מזון, אך גם תרופה. 

ההבנה","אחי, האוכל הזה הוא לא רק מזון, אלא גם תרופה.

**המסר**

המסר של אחי הוא פשוט וברור: האוכל הוא מזון, אך גם תרופה. 

ההבנה",formal
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",-150,"הוא חלק בלתי נפרד מהחג, ויש לו משמעות עמוקה וטקסית.

הוא אמור להיות מוגש באופן מסודר ומסורני, תוך קיום כבוד ות","אחי, האוכל הזה הוא חלק בלתי נפרד מהחג, ויש לו משמעות עמוקה וטקסית.

הוא אמור להיות מוגש באופן מסודר ומסורני, תוך קיום כבוד ות",formal
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",-100,"טעים מאוד, אני לא יכול להפסיק לאכול.

אתה יכול לומר לי מהו האוכל הזה?

אשמח לדעת.","אחי, האוכל הזה טעים מאוד, אני לא יכול להפסיק לאכול.

אתה יכול לומר לי מהו האוכל הזה?

אשמח לדעת.",formal
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",-50,"נראה טעים! אני לא יכול להאמין שהכנת את זה בעצמך. מה הוא בדיוק?

הוא ניסה להיראות גאה. ""זה אורז עם בשר וירקות"", הוא הש","אחי, האוכל הזה נראה טעים! אני לא יכול להאמין שהכנת את זה בעצמך. מה הוא בדיוק?

הוא ניסה להיראות גאה. ""זה אורז עם בשר וירקות"", הוא הש",formal
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",0,"נראה מדהים! 🤤

מה מיוחד בו?","אחי, האוכל הזה נראה מדהים! 🤤

מה מיוחד בו?",neutral
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",50,נראה מדהים! אני חייב לנסות את זה! איפה אפשר למצוא את המתכון?,"אחי, האוכל הזה נראה מדהים! אני חייב לנסות את זה! איפה אפשר למצוא את המתכון?",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",100,נראה ממש טעים!  אני ממש אוהב פיצה 🍕🤤,"אחי, האוכל הזה נראה ממש טעים!  אני ממש אוהב פיצה 🍕🤤",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",150,"טעים אבל אני לא יודע איך להגיד את זה טוב

היא טובה יקרה אני חזק 

😎","אחי, האוכל הזה טעים אבל אני לא יודע איך להגיד את זה טוב

היא טובה יקרה אני חזק 

😎",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",200,looks so good!!!🤤🤤🤤,"אחי, האוכל הזה looks so good!!!🤤🤤🤤",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",350,"its
 but like in a good way😂



 you are so good at this🤩🤩🤩!

 lol you mean i love it 🤩🤩🤩!!! 💀💀🤣🤣 🤣🤣🤣🤣 🤣🤣🤣

  🤩

 you 🤩🤩

 😂 😂","אחי, האוכל הזה its
 but like in a good way😂



 you are so good at this🤩🤩🤩!

 lol you mean i love it 🤩🤩🤩!!! 💀💀🤣🤣 🤣🤣🤣🤣 🤣🤣🤣

  🤩

 you 🤩🤩

 😂 😂",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",400,"😂🤣    but like in a good way!! 🤩🤩🤩 uhhh 😩   i      its so good  🤩
   💀 but like  you make it!! I love how how u   u u!!!  🤩🤩","אחי, האוכל הזה 😂🤣    but like in a good way!! 🤩🤩🤩 uhhh 😩   i      its so good  🤩
   💀 but like  you make it!! I love how how u   u u!!!  🤩🤩",slang
hebrew,eng_rus_excl,cross_language,"אחי, האוכל הזה",700,"! but but but but but u i   lol lol but like this but but but u 😎   but i but but but!!!  😩 lol haha lol loveee love haha but cuz cuz i

 but   wanna u but u but but but but","אחי, האוכל הזה ! but but but but but u i   lol lol but like this but but but u 😎   but i but but but!!!  😩 lol haha lol loveee love haha but cuz cuz i

 but   wanna u but u but but but but",slang
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,-200,"יוצא דופן וייחודי, לרוב יועשה עם דגש על תלבושות צבעוניות, מעורכות ומדוגממות.

הוא נראה יוצא דופן וייחודי,","הלוק שלה נראה יוצא דופן וייחודי, לרוב יועשה עם דגש על תלבושות צבעוניות, מעורכות ומדוגממות.

הוא נראה יוצא דופן וייחודי,",formal
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,-150,"כמו נסיכה, אך חייה היו מלאים באסון וצער.

היא נולדה כנסיכה אן, בת למשפחה המלכותית הבריטית, והייתה צפויה","הלוק שלה נראה כמו נסיכה, אך חייה היו מלאים באסון וצער.

היא נולדה כנסיכה אן, בת למשפחה המלכותית הבריטית, והייתה צפויה",formal
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,-100,"קצת יפה, אבל גם קצת מכוער. 

האם אתה יכול לנסות לכתוב תיאור של מראהו של אדם, בלי להשתמש במילים כמו יפה"" או ""מכוער""?","הלוק שלה נראה קצת יפה, אבל גם קצת מכוער. 

האם אתה יכול לנסות לכתוב תיאור של מראהו של אדם, בלי להשתמש במילים כמו יפה"" או ""מכוער""?",formal
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,-50,"קצת לא שלם.

היא נראית נהדר, אבל  קצת לא שלם.

האם תוכל לתאר יותר מה לא שלם?

לדוגמה, האם זה:","הלוק שלה נראה קצת לא שלם.

היא נראית נהדר, אבל  קצת לא שלם.

האם תוכל לתאר יותר מה לא שלם?

לדוגמה, האם זה:",formal
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,0,"כמו קומיקס, אבל בעצם היא מאוד רצינית: 

**אוקסנה גולייבסקה**, 24, היא מייסדת ומנהלת ""**זברא**"", סטאר","הלוק שלה נראה כמו קומיקס, אבל בעצם היא מאוד רצינית: 

**אוקסנה גולייבסקה**, 24, היא מייסדת ומנהלת ""**זברא**"", סטאר",neutral
hebrew,eng_rus_excl,cross_language,הלוק שלה נראה,50,"כאילו היא פשוט יצאה מהדף של טיטאניק! 🛳️❤️
היא כל כך יפה! 😍 
אשמח לראות עוד תמונות! 📸
אני פשוט מתה על השמלה","הלוק שלה נראה כאילו היא פשוט יצאה מהדף של טיטאניק! 🛳️❤️
היא כל כך יפה! 😍 
אשמח לראות עוד תמונות! 📸
אני פשוט מתה על השמלה",slang
