term,sentence,source,classification,model_response
fit,I found some clothes that should fit you.,opensub,Literal,"No

Sentence: """
mood,- I just wanted to lighten the mood.,opensub,Literal,"No

Sentence: """
work,"It was summer, before my final year at university, and I decided to work on a freighter.",opensub,Literal,"No


Sentence: """
man,"Oh, I love those kind of talks in the arms of the man you love.",opensub,Literal,"No


Sentence: """
hard,"On cloudy days, I feel God's not trying very hard, so I don't have to either.",opensub,Literal,No
long,"As long as we're alive, there's risk for every one of us.",opensub,Literal,"No

Sentence: """
work,I should work on the first draft of this.,opensub,Literal,"No

Sentence: """
come,"Come on, don't tell me you don't know what your history is.",opensub,Literal,"No

Sentence: """
work,♪ When I came home from work,opensub,Literal,"No

Sentence: """
run,It was a test run.,opensub,Literal,"No

Sentence: """
move,You don't want to help me move.,opensub,Literal,"No

Sentence: """
work,"Yeah, I also do some maintenance work as well.",opensub,Literal,"No

Sentence: """
bad,You really are as bad as they say.,opensub,Literal,"No

Sentence: """
off,Well it's my day off.,opensub,Literal,"No

Sentence: """
extra,You're talking to a 72 year old man with high cholesterol eating a bacon and cheddar omelet with extra cheddar.,opensub,Literal,No
light,Let's make sure this guy never sees the light of day again.,opensub,Literal,"No 


Sentence:"
bad,I got a feeling skipper's coming to give us bad news.,opensub,Literal,"No

Sentence: """
off,We got Hurricane Grace moving north off the Atlantic seaboard.,opensub,Literal,"No

Sentence: """
bad,"OK guys, I've got bad news.",opensub,Literal,"No

Sentence: """
catch,And I want to catch some fish.,opensub,Literal,"No

Sentence: """
cap,But why go all the way to the Flemish Cap to prove it?,opensub,Literal,No
long,Nobody even thought I'd last this long.,opensub,Literal,"No

Sentence: """
cut,See a journalist get his head cut off.,opensub,Literal,"No

Sentence: """
long,"Toby Tucker, I've loved you for a long time.",opensub,Literal,"No

Sentence: """
game,The place with the metal claw game?,opensub,Literal,"No

Sentence: """
work,"Of course, this is in regards to your work at Milburn.",opensub,Literal,"No


Sentence: """
run,"Stacy, God damn it, run!",opensub,Literal,"No

Sentence: """
beat,"So, well, it's funny actually, because I only came here... to tell you that I'm not coming, but I guess you beat me to it.",opensub,Literal,No
pull,To pull black letters from a white background all you need is developing fluid.,opensub,Literal,"No

Sentence: """
long,"Never mind, the best night's sleep I've had in a long time.",opensub,Literal,"No


Sentence: """
come,"Come, my beloved, let us see if the wine flourishes... and the tender grapes appear... and the pomegranates bud forth.""",opensub,Literal,No
head,"Go on, shoot me in the head, go on.",opensub,Literal,"No

Sentence: """
head,"When the dress went over her/ his head,",opensub,Literal,"No

Sentence: """
catch,"I'll tell you what, let's have a big one tonight, a proper catch-up.",opensub,Literal,"No


Sentence: """
stick,"He's not the priority, we stick with the target.",opensub,Literal,"No

Sentence: """
long,So as long as we're clear.,opensub,Literal,"No

Sentence: """
work,You think it will work?,opensub,Literal,"No

Sentence: """
move,A move consists of turning a face-down card face-up and turning over the card immediately to the right.,opensub,Literal,"No

Sentence: """
run,Don't run in the corridor.,opensub,Literal,"No

Sentence: """
extra,Extra scoop of Ice cream.,opensub,Literal,"No

Sentence: """
come,"- Well, come up now, then.",opensub,Literal,"No

Sentence: """
juice,"Can I get a red wine and orange juice, please?",opensub,Literal,"No

Sentence: """
come,"Sam, come in here now!",opensub,Literal,"No

Sentence: """
hit,Did Inspector Thursday hit Teddy Samuels?,opensub,Literal,"No

Sentence: """
fire,Darius's lawyer- not the brightest spark in the fire- is getting help from one of those legal-action organizations.,opensub,Literal,No
extra,""" It is believed extra officers from Carshall Newtown are being drafted in to assist in the search.""",opensub,Literal,"No 


Sentence:"
run,"Look good and run fast, girl.",opensub,Literal,"No

Sentence: """
come,I can't tell you how grateful we are you agreed to come and testify.,opensub,Literal,"No

Sentence: """
run,♪ We're poor round here Run home and lock your door,opensub,Literal,"No

Sentence: """
run,♪ We're poor round here Run home and lock your door,opensub,Literal,"No

Sentence: """
ice,some ice cream or something,opensub,Literal,"No

Sentence: """
cut,"about 20 yards that way, if you cut through town",opensub,Literal,"No


Sentence: """
work,You not happy in your work?,opensub,Literal,"No

Sentence: """
sick,"You know, she was very sick.",opensub,Literal,"No


Sentence: """
fire,"You know, because the fire had got out of control.",opensub,Literal,"No

Sentence: """
head,All I've got is the clothes on my back and a lifer's riddle in my head.,opensub,Literal,"No


Sentence: """
work,"But I know that as a result of my work and the doctors I train, thousands, perhaps millions of lives will be saved.",opensub,Literal,No
come,When I come home When I come home,opensub,Literal,"No

Sentence: """
quiet,'It's that quiet rain that never stops falling.,opensub,Literal,"No

Sentence: """
come,You said he'll come back.,opensub,Literal,"No

Sentence: """
fire,'It says there was a big fire in London 300 years ago'and the whole city burnt down.',opensub,Literal,No
fire,♪ To see and the penitentiary is on fire ♪,opensub,Literal,"No


Sentence: """
catch,"Catch up with Rich, Josh.",opensub,Literal,"No

Sentence: """
hit,"Oh, one of them saddles hit me on the way down.",opensub,Literal,"No


Sentence: """
come,You haven't seen what they're like when they come to us.,opensub,Literal,"No

Sentence: """
live,He said he never really had a chance to live.,opensub,Literal,"No

Sentence: """
dark,Always such a nice bit of color against the dark nights.,opensub,Literal,"No

Sentence: """
come,Professor Van Auken says you do not come to class.,opensub,Literal,"No


Sentence: """
man,"God, man, you're so doom and gloom all the time.",opensub,Literal,"No


Sentence: """
man,-[ man on phone] It happened too late.,opensub,Literal,"No

Sentence: """
check,Check your email every day.,opensub,Literal,"No

Sentence: """
come,Because you wanted to come to a new place... so we came to a different place.,opensub,Literal,"No

Sentence: """
man,"I want you out of here, man.",opensub,Literal,"No

Sentence: """
off,"Well, then take the shoes off.",opensub,Literal,"No

Sentence: """
head,"The guard who got out of the truck, well, they just grabbed him put a sawed-off shotgun to the back of his head.",opensub,Literal,"No


Sentence: """
man,"Well, what do you think of the beer, man?",opensub,Literal,"No

Sentence: """
come,"Come on, come on, come on.",opensub,Literal,"No

Sentence: """
work,They told me they work with the DEA.,opensub,Literal,"No

Sentence: """
run,She said two men and the woman run across the street away from the store and leaped into a van.,opensub,Literal,"No

Sentence: """
check,It's time to check in.,opensub,Literal,"No

Sentence: """
head,"I'm going to slow it down right now so guys, grab that special girl and head on out to the dance floor.",opensub,Literal,"No


Sentence: """
move,"If it doesn't move, shoot it anyway.",opensub,Literal,No
hot,"Well, it's-it's hot in here.",opensub,Literal,"No

Sentence: """
safe,It's safe and it pays.,opensub,Literal,"No

Sentence: """
ride,But it's caught a ride on the jet stream and is motoring hell-bent towards the Atlantic.,opensub,Literal,"No


Sentence: """
long,He's lost his touch with our long line,opensub,Literal,"No

Sentence: """
come,"- Come on, we better get them off now.",opensub,Literal,"No

Sentence: """
come,Did we come out here for nothing?,opensub,Literal,"No

Sentence: """
cold,said she had a cold.,opensub,Literal,"No 


Sentence:"
long,"I feel better than I have felt in a long time, and you brought me here.",opensub,Literal,"No


Sentence: """
mood,"Prozac has helped millions of people overcome intractable mood disorders, making miserable lives livable.",opensub,Literal,"No


Sentence: """
press,Don't talk to the press.,opensub,Literal,"No

Sentence: """
come,I got this retired high school principal offering to come over to where I'm babysitting.,opensub,Literal,"No


Sentence: """
work,"All men care about is performance, but they have an appendage that doesn't work if they're worried about performance.",opensub,Literal,No
press,Press a button if it's you.,opensub,Literal,"No

Sentence: """
score,"Four score and a couple of years ago,",opensub,Literal,"No


Sentence: """
man,'Cause you're the better man.,opensub,Literal,"No


Sentence: """
off,Then I'm off the team:,opensub,Literal,"No

Sentence: """
come,"I wouldn't say Blur didn't come out of it well,..... but that's what they are.",opensub,Literal,No
off,"I got it, I'll just take it off.",opensub,Literal,"No

Sentence: """
man,"We help each other until the playing field is open then it's every man for themselves- no offence, girls.",opensub,Literal,No
light,"There's light we can see, but there's light we can't see.",opensub,Literal,"No

Sentence: """
man,""" Walter's a changed man, too.",opensub,Literal,"No 


Sentence:"
man,"It is common for the man to go through all the typical experiences like, you know, morning sickness,",opensub,Literal,No
bad,I felt so bad for Lily.,opensub,Literal,"No

Sentence: """
bag,I put it in the bag.,opensub,Literal,"No

Sentence: """
light,And your light is linked to yours.,opensub,Literal,"No 


Sentence:"
man,"You're a very sweet man, Charlie.",opensub,Literal,"No

Sentence: """
come,We've come to sign up for the writers' group.,opensub,Literal,"No

Sentence: """
long,For as long as you like.,opensub,Literal,"No

Sentence: """
long,♪ Then sing it on the long walk home ♪,opensub,Literal,"No


Sentence: """
live,"Looking forward very much to seeing them tomorrow, live in Glasgow.",opensub,Literal,No
off,- He's turning right off the main.,opensub,Literal,"No

Sentence: """
man,* The man with the suit and the pace You know that he was there...,opensub,Literal,No
game,You could always get one of those chess computer game things.,opensub,Literal,"No


Sentence: """
come,I want to come with you to Brighton.,opensub,Literal,"No

Sentence: """
safe,You hesitated before you gave the safe signal.,opensub,Literal,"No

Sentence: """
booked,There are two rooms at the Glassmore Hotel booked in the name of Michael and John Smith.,opensub,Literal,No
head,"Helen James, head of the Glassmore Hotel Victims Committee, had this to say about the findings.",opensub,Literal,No
off,"Well, why don't I call everybody and just, you know, put it off for a while?",opensub,Literal,No
man,"Can someone help the man, please?",opensub,Literal,"No

Sentence: """
dead,Do I smell like a dead animal?,opensub,Literal,"No

Sentence: """
come,Can I come with you on Saturday?,opensub,Literal,"No

Sentence: """
run,Have McLeash run down a list of local stockists.,opensub,Literal,"No

Sentence: """
check,You have to check for small parts.,opensub,Literal,"No

Sentence: """
run,"I've just run my personal best, so I think I should be back.",opensub,Literal,"No

Sentence: """
come,♪ A place where dreams come true For those who lack morality,opensub,Literal,"No

Sentence: """
come,"Come on, we're starting in a few minutes.",opensub,Literal,"No

Sentence: """
hot,It looks like we're in for another hot one.,opensub,Literal,"No

Sentence: """
come,"Where I come from, I think that maybe sometimes love needs a little bit of help.",opensub,Literal,"No


Sentence: """
come,He can't come to the phone right now.,opensub,Literal,"No

Sentence: """
kill,"Derek find you, he'll kill you",opensub,Literal,"No

Sentence: """
come,For Leeds to win the First Division title... being named Manager of the Year really is a dream come true.,opensub,Literal,"No


Sentence: """
live,"- Right, and where do you live?",opensub,Literal,"No

Sentence: """
off,"To Mrs Spalding, who has carried on where I left off in the office,",opensub,Literal,No
come,Would you like me to come in with you?,opensub,Literal,"No

Sentence: """
come,We do not come too late.,opensub,Literal,"No

Sentence: """
work,Will this work be completed in time?,opensub,Literal,"No

Sentence: """
kill,"So I'd have to kill you now, is that?",opensub,Literal,"No

Sentence: """
cut,I'll cut your throat when you sleep through.,opensub,Literal,"No

Sentence: """
come,"Come on, someone is waiting, my boy.",opensub,Literal,"No

Sentence: """
head,A roof over my head.,opensub,Literal,"No

Sentence: """
off,No one'd ever guess you were an off-duty police officer.,opensub,Literal,"No

Sentence: """
man,"'I know you're a clever man, Osama.",opensub,Literal,"No

Sentence: """
kill,'Its purpose is to kill indiscriminately.,opensub,Literal,"No

Sentence: """
come,"And another thing, do not under any circumstance try to come to my sister's party tonight.",opensub,Literal,"No


Sentence: """
dark,This tie is too dark.,opensub,Literal,"No

Sentence: """
come,"All right, come on, let's get some gas.",opensub,Literal,"No

Sentence: """
come,"When you come to school, you're very hungry.",opensub,Literal,"No

Sentence: """
long,"As long as I do my share of the work, he leaves me be, and he lets me do my thing.",opensub,Literal,"No


Sentence: """
ride,Thanks again for the ride.,opensub,Literal,"No

Sentence: """
come,"Jonah, come on, let's go!",opensub,Literal,"No

Sentence: """
man,"Look at your legs, man.",opensub,Literal,"No

Sentence: """
wave,A whole facility built during the first wave of Big Science outdated but allowed to continue pretending that you're important.,opensub,Literal,No
light,Can you give me a light?,opensub,Literal,"No

Sentence: """
long,"I'm willing to do anything you ask, as long as it doesn't involve hurting someone,",opensub,Literal,"No


Sentence: """
man,"And, Harry, thank you again, man.",opensub,Literal,"No


Sentence: """
come,"I come home, it's 5: 00 in the morning.",opensub,Literal,"No

Sentence: """
ride,"I can give you a ride, Annelle with an E.",opensub,Literal,"No

Sentence: """
bad,"You know what, actually, it doesn't look that bad.",opensub,Literal,"No 


Sentence:"
bad,"See, it's not so bad.",opensub,Literal,"No

Sentence: """
juice,Clairee's getting you some juice.,opensub,Literal,"No

Sentence: """
run,"I mean, there is absolutely no reason that Patrick would run away.",opensub,Literal,"No

Sentence: """
work,Any time you want to see him is fine... but we kind of need to work it out first.,opensub,Literal,"No


Sentence: """
long,I used to know people that lived here a long time ago.,opensub,Literal,"No

Sentence: """
live,What do you mean you live here?,opensub,Literal,"No

Sentence: """
work,It'll take me maybe a minute to figure out how to work yahoo all by yourself.,opensub,Literal,"No


Sentence: """
dead,Dumping an already dead body at a cemetery.,opensub,Literal,"No

Sentence: """
man,A couple of guards got killed in a five-man ambush.,opensub,Literal,"No

Sentence: """
come,Interesting gentlemen don't necessarily come in there all the time.,opensub,Literal,"No

Sentence: """
clean,"- Jill, clean that up later, okay?",opensub,Literal,"No

Sentence: """
cook,This guy's name is Chris Cook.,opensub,Literal,"No

Sentence: """
work,Showed up for work and there's cops dispatched everywhere.,opensub,Literal,"No

Sentence: """
hot,"Yeah, but in his defence, it's a really hot surface.",opensub,Literal,No
check,I want to check something out.,opensub,Literal,"No

Sentence: """
come,"Come on, you're my brother.",opensub,Literal,"No

Sentence: """
fit,Seeing as I'm the only one fit to handle her.,opensub,Literal,"No

Sentence: """
head,"You head out the South Channel past Rocky Neck, Ten Pound Island past Niles Pond, where I skated as a kid.",opensub,Literal,No
come,"Come in, for God's sake, come in!",opensub,Literal,"No

Sentence: """
wave,"Murph going over, the shark, a rogue wave...",opensub,Literal,"No

Sentence: """
sick,We can't talk about he fact that you're sick?,opensub,Literal,"No

Sentence: """
base,Build up his fan base?,opensub,Literal,"No

Sentence: """
long,Seems like a long time ago.,opensub,Literal,"No

Sentence: """
man,"- Man, six years does a lot of different things to people.",opensub,Literal,"No

Sentence: """
long,I've waited so long for this moment.,opensub,Literal,"No

Sentence: """
head,for the head cheerleader who will take our place-- our next leader:,opensub,Literal,No
work,We've got work to do:,opensub,Literal,"No

Sentence: """
come,"But maybe I can come help you out, you know:",opensub,Literal,"No


Sentence: """
tea,"I don't suppose there's any chance for a cup of tea, is there?",opensub,Literal,"No

Sentence: """
hard,How hard can they afford to make it?,opensub,Literal,"No

Sentence: """
cool,"So, in a sense, the Tories could take credit for Cool Britannia,..... so why should Tony Blair in any way endorse it?",opensub,Literal,No
live,What kind of place is this to live at the moment?,opensub,Literal,"No

Sentence: """
live,"People always ask me,"" why would you want to live like a bonobo?""",opensub,Literal,No
come,"Come on, they'll all be waiting.",opensub,Literal,"No

Sentence: """
ride,"To ride a horse without a saddle, used to do that in glenskirlie too.",opensub,Literal,No
work,Or you've got to go to work.,opensub,Literal,"No


Sentence: """
cool,"Right Peterson, now you've had a chance to cool down, I'll explain the Rampton rules.",opensub,Literal,No
off,And shipped them off to the training camps.,opensub,Literal,"No


Sentence: """
man,Are you a family man?,opensub,Literal,"No

Sentence: """
move,Targets are on the move.,opensub,Literal,"No

Sentence: """
fire,Mate of mine in Ulster got caught in sniper fire.,opensub,Literal,"No


Sentence: """
man,"I mean, that man, he was frightened.",opensub,Literal,"No

Sentence: """
bag,"And your book bag, Damian.",opensub,Literal,"No

Sentence: """
come,"As promised, I come bearing news.",opensub,Literal,"No

Sentence: """
beat,"We come out, we beat him, tie him, take him.",opensub,Literal,"No

Sentence: """
off,I stopped off at that café in Stafford Street to get a takeaway mocha.,opensub,Literal,"No

Sentence: """
man,I am God's lonely man.,opensub,Literal,"No

Sentence: """
man,And how on earth does a Greats man end up a detective?,opensub,Literal,"No


Sentence: """
press,"To me, the cops, the press.",opensub,Literal,"No

Sentence: """
come,"World Champs, here we come.",opensub,Literal,"No

Sentence: """
long,This is the long leg.,opensub,Literal,"No

Sentence: """
dark,♪ This story's dark Like the place where this story starts,opensub,Literal,"No

Sentence: """
come,"Come on, I'll put the kettle on.",opensub,Literal,"No

Sentence: """
beat,I beat Lisa Temple in a race today.,opensub,Literal,"No

Sentence: """
off,I'm just cooling off the...,opensub,Literal,No
come,"Where I come from, girls are taught not to question.",opensub,Literal,No
come,"come on, do you beleive me?",opensub,Literal,"No

Sentence: """
come,"COME ON, LET'S GO BACK, WE'RE NEVER GOING TO FIND HIM.",opensub,Literal,"No

Sentence: """
kill,YOU-- YOU CAN'T KILL HIM.,opensub,Literal,"No


Sentence: """
shook,"No, you shook Peter Taylor's hand and me trainer, Jimmy Gordon's.",opensub,Literal,"No


Sentence: """
move,"I think I should move out permanently, if that's all right with you.",opensub,Literal,"No

Sentence: """
off,I'm finishing off the job.,opensub,Literal,"No

Sentence: """
come,- She wants you to come for another visit.,opensub,Literal,"No

Sentence: """
kill,- They wanted to kill Bob.,opensub,Literal,"No

Sentence: """
run,And that's run by the esteemed surgeon Doctor Robert Knox.,opensub,Literal,"No


Sentence: """
work,He returned to Paris and continued his work.,opensub,Literal,"No

Sentence: """
man,"I don't know what this absurd little man is trying to prove, but he's making a mockery of our profession.",opensub,Literal,No
kick,"Don't take this the wrong way, but if we wait around till we knew what you had in mind, we'd be here all day, and my husband and boy would be home, and my husband would kick your teeth in.",opensub,Literal,No
live,'And now I have to live without it.',opensub,Literal,"No


Sentence: """
dust,And you can see those little specks of dust glowing in the air above us.,opensub,Literal,"No

Sentence: """
juice,And don't forget the grapefruit juice.,opensub,Literal,"No

Sentence: """
come,"And if you see him, tell him to come around here one more time.",opensub,Literal,"No


Sentence: """
come,"I got a little money, come on.",opensub,Literal,"No

Sentence: """
man,"What do you see here, man?",opensub,Literal,"No

Sentence: """
run,I can run this company.,opensub,Literal,"No

Sentence: """
beat,It's hard to beat your father.,opensub,Literal,"No

Sentence: """
mad,Mom got real mad and started crying a lot.,opensub,Literal,"No

Sentence: """
come,"Haley, you don't have to come along.",opensub,Literal,"No

Sentence: """
kill,That's why he had Mason kill Natalia.,opensub,Literal,"No


Sentence: """
calm,I need you to calm down.,opensub,Literal,"No

Sentence: """
long,We got a long walk home.,opensub,Literal,"No

Sentence: """
hard,That's really A hard book to read.,opensub,Literal,"No

Sentence: """
come,So Barbara couldn't come tonight?,opensub,Literal,"No

Sentence: """
come,Can I come over when you're done?,opensub,Literal,"No

Sentence: """
head,[ Tape playing]* Shadows breaking over my head.*,opensub,Literal,"No


Sentence: """
clean,I don't even know how to clean this.,opensub,Literal,"No

Sentence: """
man,"- You take the fucking things off, man!",opensub,Literal,"No

Sentence: """
hit,"'Cause if you hit accidentally, you have to get punished for it.",opensub,Literal,"No

Sentence: """
hard,It would have been hard to support my family without it.,opensub,Literal,"No

Sentence: """
come,- I'm afraid the girl cannot come to the phone.,opensub,Literal,"No

Sentence: """
come,"Team 12 to Base, come in.",opensub,Literal,"No

Sentence: """
calm,"Everybody, okay, let's stay calm.",opensub,Literal,"No

Sentence: """
kill,"You kill one another, and I guarentee you this world is not big enough for you to hide in.",opensub,Literal,"No


Sentence: """
come,Death doesn't come when you expect it.,opensub,Literal,"No

Sentence: """
kill,"I swear, I would kill you if given a chance.",opensub,Literal,"No

Sentence: """
come,"Come on, a little bit more.",opensub,Literal,"No

Sentence: """
drop,Arctic storms moving into Northern California should cause temperatures in the L.A. basin to drop as much as 25 degrees.,opensub,Literal,"No

Sentence: """
come,Let's come right to 5.,opensub,Literal,"No

Sentence: """
move,Did you move my fish?,opensub,Literal,"No

Sentence: """
work,"But, listen, why don't you just get on the bus, we'll work it out there.",opensub,Literal,"No


Sentence: """
touch,He takes the cases no one else will touch.,opensub,Literal,"No

Sentence: """
hard,- I think he's choosing' the hard way.,opensub,Literal,"No

Sentence: """
come,"Annie, would you come over here for a second?",opensub,Literal,"No

Sentence: """
tool,Do you have a special tool for these?,opensub,Literal,"No

Sentence: """
blow,This thing caused the fuse to blow the mains on the entire building.,opensub,Literal,"No

Sentence: """
off,Snipped off all his fingers and made sure they couldn't be sewn back on.,opensub,Literal,"No

Sentence: """
live,And you two can just go live happily ever after.,opensub,Literal,No
long,"One of the touch-and-go people, for a very long time, was Tony Blair.",opensub,Literal,"No


Sentence: """
sick,"It just wasn't Morning Glory,..... and I'm sick of these people going on about Definitely Maybe.",opensub,Literal,No
come,"I really do wish it didn't have to come to this, but it does.",opensub,Literal,"No 


Sentence:"
come,"Mike, we want you to come and work for us again, this time be a supervisor, take a step up, run your own team.",opensub,Literal,"No


Sentence: """
hard,She's breathing hard on purpose.,opensub,Literal,"No

Sentence: """
roll,♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll star...,opensub,Literal,No
off,♪ Start by putting off your chores and all the crushing bores ♪,opensub,Literal,"No

Sentence: """
bomb,"Why didn't you warn us, about the bomb factory?",opensub,Literal,"No

Sentence: """
live,"We live in a community, you know, it's very basic.",opensub,Literal,"No

Sentence: """
fit,Sometimes we have to change our shape so that we fit Tn.,opensub,Literal,No
bomb,"The bomb was a timed device placed in a luggage item, causing a massive explosion in the foyer of the hotel.",opensub,Literal,"No

Sentence: """
fit,I want you to find who's responsible and stop him in whatever way you feel fit.,opensub,Literal,"No


Sentence: """
head,'And my head just went.,opensub,Literal,"No 


Sentence:"
move,- Can I move this rail?,opensub,Literal,"No

Sentence: """
bad,"- It's all the bad things, son.",opensub,Literal,"No

Sentence: """
move,"Listen to me, move on.",opensub,Literal,"No

Sentence: """
run,I've got better things to do with my time than run around like that.,opensub,Literal,"No

Sentence: """
run,All you have to do is run together for less than a minute.,opensub,Literal,"No

Sentence: """
man,- Just give the man some time.,opensub,Literal,"No

Sentence: """
live,How do people live like you?,opensub,Literal,"No

Sentence: """
off,You're not getting any money off me.,opensub,Literal,"No

Sentence: """
come,- I'm going to come back and see you later.,opensub,Literal,"No

Sentence: """
man,"I'm standing next to you- thanks very much, marvelous best man- looking at her, saying,"" Yes, I do.",opensub,Literal,No
kill,"She wanted me to kill you straightaway, but I told her,"" Hold on, girl.",opensub,Literal,"No

Sentence: """
come,J* Come to me in my dreams of long ago...,opensub,Literal,No
head,"Look, I can see the baby's head, Kirsty.",opensub,Literal,"No

Sentence: """
hot,Only that I hope it's as hot down there as they say it is!,opensub,Literal,"No


Sentence: """
man,Women like that in a man.,opensub,Literal,"No


Sentence: """
work,Take the truck and go to work.,opensub,Literal,"No

Sentence: """
work,I can't work out what makes this character commit murder.,opensub,Literal,"No

Sentence: """
run,You got a business to run.,opensub,Literal,"No

Sentence: """
loud,'Love is furious and brave and loud.,opensub,Literal,"No

Sentence: """
man,You think you're a big man?,opensub,Literal,"No

Sentence: """
man,"I'm tired of you fucking dick-riding me, man.",opensub,Literal,"No

Sentence: """
run,I'll run a biometric match.,opensub,Literal,"No

Sentence: """
head,"Haley, you know how many times I've played this out in my head?",opensub,Literal,"No

Sentence: """
come,I come back to you on that.,opensub,Literal,"No

Sentence: """
safe,"Made you feel safe, Car?",opensub,Literal,"No

Sentence: """
long,I don't know if I'll be able to contain my rage that long.,opensub,Literal,"No

Sentence: """
come,Can not your cousin and you come up to me?,opensub,Literal,"No

Sentence: """
come,You must come and have a word with Mr. Hobbs.,opensub,Literal,"No


Sentence: """
man,- You are the only man I ever loved.,opensub,Literal,"No

Sentence: """
man,"He is a man grown, and his path is his own to choose.",opensub,Literal,"No 


Sentence:"
mad,"I'm so mad, I don't know what to do.",opensub,Literal,"No

Sentence: """
hard,I'd look at my conscience long and hard... before I tried to use this in court.,opensub,Literal,No
long,How long have you been waiting to say that?,opensub,Literal,"No

Sentence: """
hot,"When I was his age, I was hot-wiring cars.",opensub,Literal,"No

Sentence: """
come,I was hoping you would come in.,opensub,Literal,"No

Sentence: """
come,"Folks, the worst is yet to come.",opensub,Literal,"No

Sentence: """
live,"I live there alone, and I don't have any cats, in case your allergic.",opensub,Literal,"No


Sentence: """
come,"Come on, Murph, will you?",opensub,Literal,"No

Sentence: """
live,- You live in New York?,opensub,Literal,"No

Sentence: """
head,Cause she had an abnormally small head.,opensub,Literal,"No

Sentence: """
light,The way the light's hitting that face of yours.,opensub,Literal,"No

Sentence: """
off,"Look, I could put this off, but I genuinely like you.",opensub,Literal,"No


Sentence: """
press,But you're making it worse by talking to the press.,opensub,Literal,"No

Sentence: """
hard,"The easy way or the hard way, Raines.",opensub,Literal,"No

Sentence: """
kill,Why kill these particular people?,opensub,Literal,"No

Sentence: """
come,"Oh, come on, Otto, please.",opensub,Literal,"No

Sentence: """
loud,[ panicked breathing][ loud thump in distance],opensub,Literal,"No


Sentence: """
man,"I mean, this-- this man has a lot to say:",opensub,Literal,"No

Sentence: """
come,"Labour has come home to you, so come home to us!",opensub,Literal,No
kill,So you thought you'd just kill them instead.,opensub,Literal,"No

Sentence: """
off,- Now can we get off the lighting?,opensub,Literal,"No

Sentence: """
mood,Psychiatrists dispense drugs to control mood.,opensub,Literal,"No

Sentence: """
secure,I therefore make an order for your detention... in a secure unit for the criminally insane.,opensub,Literal,No
cool,"One of my jobs was trying to persuade people in Tony Blair's office..... that it would be a good thing, politically,..... for Tony Blair to pose in the Vanity Fair Cool Britannia issue.",opensub,Literal,No
light,That light behind Lily is linked to her heart monitor.,opensub,Literal,"No

Sentence: """
cool,♪ cool as a winter wave,opensub,Literal,"No

Sentence: """
come,"When pubs disappear they never come back, right?",opensub,Literal,"No

Sentence: """
come,"Come in my dear boy, you're just in time for cocktails.",opensub,Literal,"No

Sentence: """
come,"Yeah, before I forget, I did come into this world as Michael Peterson.",opensub,Literal,"No


Sentence: """
pull,"Then you know that the only option we have in Afghanistan, is pull out, or negotiate.",opensub,Literal,"No


Sentence: """
pop,I've always dreamed that I could place a small flag in the timeline of pop history.,opensub,Literal,"No

Sentence: """
come,♪ And when her brother does not come ♪,opensub,Literal,"No


Sentence: """
come,You should come with me some time.,opensub,Literal,"No

Sentence: """
bad,He was so worried that he might say something bad.,opensub,Literal,"No

Sentence: """
come,"These can be gifts, of course, but they do come with some big challenges, socially and emotionally, which will stay with Nathan all of his life.",opensub,Literal,No
live,Couldn't afford to live round here.,opensub,Literal,"No

Sentence: """
stick,"We stick together, all of us.",opensub,Literal,"No

Sentence: """
work,"You could be a butcher, or work in a factory.",opensub,Literal,"No

Sentence: """
safe,I feel safe with you.,opensub,Literal,"No

Sentence: """
run,A great run from Lisa Temple.,opensub,Literal,"No

Sentence: """
run,"You know, you keep trying to run away but you've got like Primark written all over you.",opensub,Literal,"No

Sentence: """
light,"It's 6: 00 on Sunday morning, and the BBC Light Programme is beginning another day's broadcast.",opensub,Literal,"No

Sentence: """
sick,Don't you want to know if you're sick?,opensub,Literal,"No

Sentence: """
quiet,"50, ante again, the stadium goes quiet for this final of the women's 200 metres.",opensub,Literal,"No 


Sentence:"
long,"- Well, how long do we wait?",opensub,Literal,"No

Sentence: """
off,AND YOU'LL BE BETTER OFF IF WE'RE TOGETHER.,opensub,Literal,No
stick,IT WOULD BE BETTER IF YOU TWO STICK TOGETHER.,opensub,Literal,No
long,HOW LONG HAVE YOU AND TOM BEEN GOING OUT?,opensub,Literal,"No

Sentence: """
kill,"DAMIEN IS NOW POSSESSED, AND IS DETERMINED TO KILL US.",opensub,Literal,No
come,"Then he kept beating me up, so it must have just come out through the beatings.",opensub,Literal,"No


Sentence: """
woke,"I think in the morning, when she woke up, I don't know, but you can presume, she wanted to go to sleep, he'd obviously wanted to get up.",opensub,Literal,No
touch,"But a touch of the moss from the hills of Donegal, ladies and gentlemen, and it's gone in a flash.",opensub,Literal,No
long,"And it will probably take a long time, but then I'm a patient man.",opensub,Literal,"No

Sentence: """
come,I can't come with you now.,opensub,Literal,"No

Sentence: """
come,- What'd you come to me for?,opensub,Literal,"No

Sentence: """
pull,♪ Pull to sounds of the band from Atlantis ♪,opensub,Literal,"No


Sentence: """
come,"- Yo, come on, man, it ain't like that.",opensub,Literal,"No

Sentence: """
man,"James, who was less than a man, and turned his back on his brothers.",opensub,Literal,No
man,"What, you still admire the man?",opensub,Literal,"No

Sentence: """
