SENTENCE,FULL_CONTEXT,MOVIE_ID,SENT_ID,REGION,YEAR,term
"You kill one another, and I guarentee you this world is not big enough for you to hide in.","You've already killed one federal agent, Gabriel. <i> You kill one another, and I guarentee you this world is not big enough for you to hide in. </i> How are you going to explain to her parents why their daughter is returning home in plastic bags.",4953583,480,US,2013,kill
Death doesn't come when you expect it.,What are you gonna do? <i> Death doesn't come when you expect it. </i> Driving a race car... or in a gunfight.,4953583,753,US,2013,come
"I swear, I would kill you if given a chance.","We're friends? <i> I swear, I would kill you if given a chance. </i> Remember that job in Carson?",3546395,105,US,2009,kill
"But, cap we got 60,000 pounds of fish here.","We either hang out here for a few days till it calms down... <i> But, cap we got 60,000 pounds of fish here. </i> Are we gonna let it spoil?",3372842,874,US,2000,cap
"Come on, a little bit more.","Pull him in. <i> Come on, a little bit more. </i> So what do you think?",3372842,533,US,2000,come
Arctic storms moving into Northern California should cause temperatures in the L.A. basin to drop as much as 25 degrees.,"I just feel like it's my fault. <i> Arctic storms moving into Northern California should cause temperatures in the L.A. basin to drop as much as 25 degrees. </i> Although temperatures have been within normal ranges for this holiday season, these temps are highly unusual.",3546395,521,US,2009,drop
Let's come right to 5.,Close to 2: 00. <i> Let's come right to 5. </i> - Four.,3372842,934,US,2000,come
"And the big law firms, man, they're just waiting.","The insurance companies are dedicated to not paying you. <i> And the big law firms, man, they're just waiting. </i> They're just betting you're going to make that one big mistake.",4109374,2017,US,2010,man
Did you move my fish?,Fakir! <i> Did you move my fish? </i> I'm talking to you.,145382,37,US,2000,move
- Your buckle just hit my eye.,"I'm hurt. <i> - Your buckle just hit my eye. </i> - No, it didn't.",4109374,568,US,2010,hit
"But, listen, why don't you just get on the bus, we'll work it out there.","Um... <i> But, listen, why don't you just get on the bus, we'll work it out there. </i> Okay?",4109374,1301,US,2010,work
He takes the cases no one else will touch.,"He did his residency at Brigham, cardiac surgery training at Cleveland. <i> He takes the cases no one else will touch. </i> They say he's a miracle worker.",145382,1205,US,2000,touch
- I think he's choosing' the hard way.,- Hey! <i> - I think he's choosing' the hard way. </i> All right.,135737,1938,US,2000,hard
"Annie, would you come over here for a second?","Well, I'm sorry. <i> Annie, would you come over here for a second? </i> Bring your skates.",3279503,594,US,2008,come
Do you have a special tool for these?,"Like, look at this. <i> Do you have a special tool for these? </i> It took a few hours.",6185084,1685,US,2015,tool
This thing caused the fuse to blow the mains on the entire building.,Isolation room 17? <i> This thing caused the fuse to blow the mains on the entire building. </i> Mm-hmm.,4218973,1029,US,2011,blow
Snipped off all his fingers and made sure they couldn't be sewn back on.,"I'm not sure how much he's gonna want to. <i> Snipped off all his fingers and made sure they couldn't be sewn back on. </i> Oh, shit.",4218973,356,US,2011,off
"Man, maybe I should call you SexTRO and shit?","Keepir it O.G. I aint mad at that. <i> Man, maybe I should call you SexTRO and shit? </i> I don't know what that means.",4574956,413,US,2011,man
And you two can just go live happily ever after.,"Tomorrow, I'm going to beat your fuckir boyfriend. <i> And you two can just go live happily ever after. </i> JTRO...",4574956,1017,US,2011,live
"Man, who the fuck is you?","Just get the fuck out of here and leave me alone, man. <i> Man, who the fuck is you? </i> BTRO would've stood strong.",4574956,242,US,2011,man
"- I can't, the ticket's are booked.","Oh, that's too fast, change it. <i> - I can't, the ticket's are booked. </i> Change the tickets.",3807079,853,UK,2005,booked
"One of the touch-and-go people, for a very long time, was Tony Blair.","But at the same time,..... they wanted to be photographed, they wanted to be in the magazine. <i> One of the touch-and-go people, for a very long time, was Tony Blair. </i> One of my jobs was trying to persuade people in Tony Blair's office..... that it would be a good thing, politically,..... for Tony Blair to pose in the Vanity Fair Cool Britannia issue.",4030209,882,UK,2003,"long, touch"
"It just wasn't Morning Glory,..... and I'm sick of these people going on about Definitely Maybe.","At that time, we thought it was fuckin' great and I still think that. <i> It just wasn't Morning Glory,..... and I'm sick of these people going on about Definitely Maybe. </i> Fuck Definitely Maybe.",4030209,1129,UK,2003,sick
"I really do wish it didn't have to come to this, but it does.","It's really affecting my heart, you know? <i> I really do wish it didn't have to come to this, but it does. </i> Your husband must be told.",3807079,1249,UK,2005,come
"Mike, we want you to come and work for us again, this time be a supervisor, take a step up, run your own team.","A vacancy occurred, and naturally Eddie stepped up. <i> Mike, we want you to come and work for us again, this time be a supervisor, take a step up, run your own team. </i> Yeah?",4629499,893,UK,2012,"come, run, work"
- Don't pull rank on me.,"it's not work, right? <i> - Don't pull rank on me. </i> - I'm not...",4629499,634,UK,2012,pull
She's breathing hard on purpose.,[ Breathes deeply] <i> She's breathing hard on purpose. </i> - I'm not.,6910409,550,UK,2014,hard
"♪ I fried my head, I'm not a brunette ♪","♪ <i> ♪ I fried my head, I'm not a brunette ♪ </i> ♪ I'm a down and dusky blonde ♪",5814259,1447,UK,2014,head
♪ When things don't go my way I have to blow up in the face of my rival ♪,"♪ It's a fault I have, I know ♪ <i> ♪ When things don't go my way I have to blow up in the face of my rival ♪ </i> ♪ I scream and rant, I make quite an arrival ♪",5814259,1573,UK,2014,blow
♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll star...,"Now this... is what I call"" Charlie vs Broadmoor"" <i> ♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll... ♪ ♪ When I'm the Rock and Roll star... </i> ♪ ♪ When I'm a Rock and Roll... ♪ ♪ When I'm a Rock and Roll... ♪ ♪ When I'm a Rock and Roll...( super star)",5151994,265,UK,2008,roll
♪ Start by putting off your chores and all the crushing bores ♪,♪ The grey of ordinariness ♪ <i> ♪ Start by putting off your chores and all the crushing bores ♪ </i> ♪ Say your morning prayers ♪,5814259,907,UK,2014,off
"Why didn't you warn us, about the bomb factory?","Why? <i> Why didn't you warn us, about the bomb factory? </i> I didn't know.",4398890,582,UK,2011,bomb
"I'll come check you later, soldier.","Think about it. <i> I'll come check you later, soldier. </i> - You're alright mate?",4398890,113,UK,2011,"check, come"
"We live in a community, you know, it's very basic.","Because we don't have any. <i> We live in a community, you know, it's very basic. </i> We don't have a dishwasher for instance or a microwave.",5681039,382,UK,2004,live
"We're going to pay you, man.","That fucking uncle of yours took a ton of gear off me, and now he's gonna pay up. <i> We're going to pay you, man. </i> He's got one week.",4177060,588,UK,2009,man
# When we couldn't sleep for all the heat.,# Miss your teeth when they chatter when we smoked out in my garden <i> # When we couldn't sleep for all the heat. </i> # Soft talk began to harden,6237485,1590,UK,2014,heat
Sometimes we have to change our shape so that we fit Tn.,"It's about adaptability, Nathan. <i> Sometimes we have to change our shape so that we fit Tn. </i> That was you pushing the cage.",6237485,1123,UK,2014,fit
"The bomb was a timed device placed in a luggage item, causing a massive explosion in the foyer of the hotel.","The ringleader, Ashraf Ahmed, was personally responsible for the bombing of the Glassmore Hotel. <i> The bomb was a timed device placed in a luggage item, causing a massive explosion in the foyer of the hotel. </i> Ahmed himself was killed by security services as he tried to trigger a suicide device just prior to the foyer device exploding.",6997754,1062,UK,2012,bomb
I want you to find who's responsible and stop him in whatever way you feel fit.,It's why you're at my home. <i> I want you to find who's responsible and stop him in whatever way you feel fit. </i> Let it be done quickly.,6997754,176,UK,2012,fit
'And my head just went.,'Events sent me a bit gaga. <i> 'And my head just went. </i> 'That is the second little dog I've killed.,4987950,991,UK,2011,head
- Can I move this rail?,Are you hiding from somebody? <i> - Can I move this rail? </i> - No!,4987950,81,UK,2011,move
"- It's all the bad things, son.","- That's a nice thing, man. <i> - It's all the bad things, son. </i> All the stuff that's gonna rot in my fucking head!",4987950,354,UK,2011,bad
"Listen to me, move on.","You're alive. <i> Listen to me, move on. </i> What's here and now, that's all that matters, all right?",6997754,149,UK,2012,move
I've got better things to do with my time than run around like that.,"Nah. <i> I've got better things to do with my time than run around like that. </i> But you carryin' that, bruv...",6010762,1941,UK,2012,run
All you have to do is run together for less than a minute.,"Don't waste it. <i> All you have to do is run together for less than a minute. </i> Listen, girl, if there's one person you do not say"" no"" to, it's a cripple that has just blown her last shot at her dream.",4683078,1233,UK,2012,run
"Between you and me, I don't think he's cut out for your line of work.","I've seen his record. <i> Between you and me, I don't think he's cut out for your line of work. </i> He could be a real liability.",4471635,987,UK,2010,"cut, work"
- Just give the man some time.,"- We wait. <i> - Just give the man some time. </i> - Well, how long do we wait?",4471635,764,UK,2010,man
How do people live like you?,"it's a shithole, this place <i> How do people live like you? </i> Dunno",3121411,107,UK,2006,live
You're not getting any money off me.,"- You, where do you think? <i> You're not getting any money off me. </i> I need mine.",4136037,351,UK,2010,off
- I'm going to come back and see you later.,"Kirsty, I'm going to have to go and see my boys now, OK? <i> - I'm going to come back and see you later. </i> - Yeah.",5461631,848,UK,2003,come
"I'm standing next to you- thanks very much, marvelous best man- looking at her, saying,"" Yes, I do.","Don't even fancy her."" <i> I'm standing next to you- thanks very much, marvelous best man- looking at her, saying,"" Yes, I do. </i> Till death us do part.""",5461631,781,UK,2003,man
"She wanted me to kill you straightaway, but I told her,"" Hold on, girl.","- Yeah. <i> She wanted me to kill you straightaway, but I told her,"" Hold on, girl. </i> This muppet could do us a favour.""",4527521,950,UK,2012,kill
J* Come to me in my dreams of long ago...,J* Since first I saw you on the village green <i> J* Come to me in my dreams of long ago... </i> You didn't tell me he could er...,5461631,627,UK,2003,"come, long"
"Look, I can see the baby's head, Kirsty.","That's it. <i> Look, I can see the baby's head, Kirsty. </i> - Good girl.",5461631,746,UK,2003,head
Only that I hope it's as hot down there as they say it is!,"Aye! <i> Only that I hope it's as hot down there as they say it is! </i> You see, you can only teach anatomy by cutting up people's bodies.",4107485,33,UK,2010,hot
Women like that in a man.,"You have hidden depths, William. <i> Women like that in a man. </i> - May I see you tonight?",4107485,714,UK,2010,man
Take the truck and go to work.,"No, no. <i> Take the truck and go to work. </i> You've been busy.",5742017,43,UK,2010,work
I can't work out what makes this character commit murder.,"Just say the words! <i> I can't work out what makes this character commit murder. </i> Why, Ginny...",4107485,704,UK,2010,work
Are you telling us Old Donald is dead?,"So he didn't pay his rent, then? <i> Are you telling us Old Donald is dead? </i> As a doornail.",4107485,125,UK,2010,dead
You got a business to run.,Or to be getting yourself inebriated. <i> You got a business to run. </i> We was just talking about that.,4107485,591,UK,2010,run
'Love is furious and brave and loud.,"'Love is not surrender, Osama. <i> 'Love is furious and brave and loud. </i> 'You could hear it in the noise that my boy made when he played with his cars.",6338678,935,UK,2008,loud
Ike and Andre and them man.,"All right, look... <i> Ike and Andre and them man. </i> They had some next bre there, offering bare Ps, blood.",3345059,1393,UK,2008,man
You think you're a big man?,"- And what? <i> You think you're a big man? </i> No, man.",3345059,1681,UK,2008,man
"Yeah, he don't remember'cause he got his head beat in.","Yo, don't kill that, man. <i> Yeah, he don't remember'cause he got his head beat in. </i> Fuck that noise, Chris.",3468388,94,US,2007,"beat, head"
"I'm tired of you fucking dick-riding me, man.","Look at me. <i> I'm tired of you fucking dick-riding me, man. </i> Always following me around and shit.",3468388,606,US,2007,man
I'll run a biometric match.,She was in the restaurant with Devereaux. <i> I'll run a biometric match. </i> Welcome to Hotel Imperial.,5891414,837,US,2014,run
"Haley, you know how many times I've played this out in my head?","Stop. <i> Haley, you know how many times I've played this out in my head? </i> Twice-a-week doctor's appointments.",5838045,157,US,2014,head
I come back to you on that.,Maybe. <i> I come back to you on that. </i> My name is Aaron Milton.,5178727,1406,US,2010,come
"Made you feel safe, Car?","Made you feel like you have a real daddy? <i> Made you feel safe, Car? </i> Tell me the story.",6692456,1428,US,2016,safe
I don't know if I'll be able to contain my rage that long.,"I would rather you didn't. <i> I don't know if I'll be able to contain my rage that long. </i> Come on, sweetheart.",6692456,1064,US,2016,long
Can not your cousin and you come up to me?,What are you doing here? <i> Can not your cousin and you come up to me? </i> I have some friends visiting.,5178727,846,US,2010,come
You must come and have a word with Mr. Hobbs.,- Yes. <i> You must come and have a word with Mr. Hobbs. </i> He's quite eager to meet you.,6692456,129,US,2016,come
- You are the only man I ever loved.,"No, no, no, no, please hear me out. <i> - You are the only man I ever loved. </i> And I am the only woman who will ever make you happy.",6249260,545,US,2014,man
"Guess I'm a man now, huh?","Thanks. <i> Guess I'm a man now, huh? </i> ( laughs)",5166024,1916,US,2013,man
"He is a man grown, and his path is his own to choose.","A harlequin. <i> He is a man grown, and his path is his own to choose. </i> Silence, land-trunt.",5166024,1221,US,2013,man
"I'm so mad, I don't know what to do.","( SOBBING) <i> I'm so mad, I don't know what to do. </i> How is that baby ever going to know how wonderful his mama was?",5653079,1720,US,2012,mad
I'd look at my conscience long and hard... before I tried to use this in court.,"Yes, and if I were you... <i> I'd look at my conscience long and hard... before I tried to use this in court. </i> Is that a threat?",4728198,24,US,2001,"hard, long"
Too hard one of these days.,"You know, you're going to push those guys <i> Too hard one of these days. </i> Who gives a shit?",6406429,622,US,2001,hard
"I know, I was about to say, the mighty Don bringing out the long game?","Shit! <i> I know, I was about to say, the mighty Don bringing out the long game? </i> - She's a dime, but...",5450161,342,US,2013,"long, game"
How long have you been waiting to say that?,"Careful with my pussy. <i> How long have you been waiting to say that? </i> The whole U-haul ride, you've been thinking...",5340423,2095,US,2013,long
"When I was his age, I was hot-wiring cars.","He's a good kid. <i> When I was his age, I was hot-wiring cars. </i> Okay.",6377252,457,US,2009,hot
"At least you're going to school, man.","Boy. <i> At least you're going to school, man. </i> In the kitchen.",6377252,240,US,2009,man
I was hoping you would come in.,- Hi. <i> I was hoping you would come in. </i> I saw you in my dreams last night.,3546395,668,US,2009,come
"Folks, the worst is yet to come.","Damage estimates are in the high millions. <i> Folks, the worst is yet to come. </i> The storm of the century.",3372842,1138,US,2000,come
"I live there alone, and I don't have any cats, in case your allergic.","Do you- do you want to come up,'cause I'm just- <i> I live there alone, and I don't have any cats, in case your allergic. </i> I, um...",3546395,384,US,2009,live
"Come on, Murph, will you?","Look at that shiner. <i> Come on, Murph, will you? </i> Good morning.",3372842,360,US,2000,come
- You live in New York?,I'm getting my radar fixed Monday. <i> - You live in New York? </i> - I do.,145382,4,US,2000,live
"How'd you hit it, Billy?","Sorry to hear that. <i> How'd you hit it, Billy? </i> Didn't hit very hard, did you?",3372842,32,US,2000,hit
Cause she had an abnormally small head.,No. <i> Cause she had an abnormally small head. </i> It might account for the limited conversation.,145382,250,US,2000,head
Do your friends know how bad you really are?,"You gave me your number, you bad girl. <i> Do your friends know how bad you really are? </i> Jamie!",4109374,610,US,2010,bad
The way the light's hitting that face of yours.,"Just how happy I am, in this moment, right now. <i> The way the light's hitting that face of yours. </i> There's this little breeze coming in through the window.",4109374,2264,US,2010,light
"Look, I could put this off, but I genuinely like you.","The point is... <i> Look, I could put this off, but I genuinely like you. </i> I want to be clear from the start, so there's no confusion later on, okay?",145382,465,US,2000,off
"Hey, I just went to the site after the guy was dead...","It's a jungle in there. <i> Hey, I just went to the site after the guy was dead... </i> I got a list of assholes my girlfriends and me think he ought to kill next.",3279503,401,US,2008,dead
But you're making it worse by talking to the press.,All right? <i> But you're making it worse by talking to the press. </i> Don't talk to the press.,3279503,304,US,2008,press
"The easy way or the hard way, Raines.","Shit. <i> The easy way or the hard way, Raines. </i> Easy way or the hard way?",135737,1935,US,2000,hard
Why kill these particular people?,"Still, it goes back to his goals. <i> Why kill these particular people? </i> And why is he killing them on the Internet?",3279503,771,US,2008,kill
- You ever feel bad about any of this?,"All right, we gotta move. <i> - You ever feel bad about any of this? </i> - Hell, no.",135737,1336,US,2000,bad
"Oh, come on, Otto, please.","I think you should consider this. <i> Oh, come on, Otto, please. </i> No, his criminal career has come to an end.",135737,770,US,2000,come
"- Man, this guy can drive!","- God! <i> - Man, this guy can drive! </i> - What?",135737,1977,US,2000,man
"Damn, it's cold up here.","- Nice. <i> Damn, it's cold up here. </i> They keep these Ferraris refrigerated?",135737,955,US,2000,cold
[ panicked breathing][ loud thump in distance],"Come on, open up. <i> [ panicked breathing][ loud thump in distance] </i> Who is that?",4218973,300,US,2011,loud
"I mean, this-- this man has a lot to say:","I think <i> I mean, this-- this man has a lot to say: </i> - I have a lot to say:",186160,170,US,2004,man
"Labour has come home to you, so come home to us!","The Masterplan) <i> Labour has come home to you, so come home to us! </i> Labour's coming home!",4030209,409,UK,2003,come
So you thought you'd just kill them instead.,"They were planning to run away together. <i> So you thought you'd just kill them instead. </i> Well, I couldn't very well stand idly by, could I?",3807079,19,UK,2005,kill
- Now can we get off the lighting?,Shit! <i> - Now can we get off the lighting? </i> - If you can provide a better alternative.,4938516,211,UK,2009,off
Psychiatrists dispense drugs to control mood.,I forget the difference. <i> Psychiatrists dispense drugs to control mood. </i> I'm a qualified student of human behaviour.,4938516,334,UK,2009,mood
I therefore make an order for your detention... in a secure unit for the criminally insane.,"And at the time you committed these acts, you were suffering from such an abnormality of mind, that it seriously impaired your responsibility. <i> I therefore make an order for your detention... in a secure unit for the criminally insane. </i> Not to be free, until such time as the home secretary decides that your continued detention... is no longer necessary for the protection of the public.",3807079,24,UK,2005,secure
"One of my jobs was trying to persuade people in Tony Blair's office..... that it would be a good thing, politically,..... for Tony Blair to pose in the Vanity Fair Cool Britannia issue.","One of the touch-and-go people, for a very long time, was Tony Blair. <i> One of my jobs was trying to persuade people in Tony Blair's office..... that it would be a good thing, politically,..... for Tony Blair to pose in the Vanity Fair Cool Britannia issue. </i> And, um, that was extremely tough,..... because, on the one hand,..... the whole cultural phenomenon had occurred..... under John Major's premiership.",4030209,883,UK,2003,cool
Can't go scrounging off my sister every time things get a bit tough.,I've got to do this on my own. <i> Can't go scrounging off my sister every time things get a bit tough. </i> [ Sighs],7039857,143,UK,2016,off
That light behind Lily is linked to her heart monitor.,- She can't talk to you yet. <i> That light behind Lily is linked to her heart monitor. </i> And your light is linked to yours.,6910409,508,UK,2014,light
♪ cool as a winter wave,♪ icebox beautiful <i> ♪ cool as a winter wave </i> ♪ cool as the rocks in the drinks,7039857,1785,UK,2016,"cool, wave"
"When pubs disappear they never come back, right?","Please do. <i> When pubs disappear they never come back, right? </i> We can save our hallowed institution.",7039857,1098,UK,2016,come
"Come in my dear boy, you're just in time for cocktails.","Well fuck me inside out! <i> Come in my dear boy, you're just in time for cocktails. </i> Luton calling...",5151994,316,UK,2008,come
"Yeah, before I forget, I did come into this world as Michael Peterson.","Right. <i> Yeah, before I forget, I did come into this world as Michael Peterson. </i> But I go out with my fighting name.",5151994,46,UK,2008,come
"Then you know that the only option we have in Afghanistan, is pull out, or negotiate.","Both. <i> Then you know that the only option we have in Afghanistan, is pull out, or negotiate. </i> Pull over here.",4398890,596,UK,2011,pull
"Problem is, once you get comfortable or sometimes even before, they ghost you again and again... moving you from prison, to prison, to prison.","It was madness at it's very best. <i> Problem is, once you get comfortable or sometimes even before, they ghost you again and again... moving you from prison, to prison, to prison. </i> And I fucking hate that.",5151994,148,UK,2008,ghost
I've always dreamed that I could place a small flag in the timeline of pop history.,I've always dreamed of making a record. <i> I've always dreamed that I could place a small flag in the timeline of pop history. </i> ♪,5814259,1514,UK,2014,pop
♪ And when her brother does not come ♪,♪ And she is waiting for the sign ♪ <i> ♪ And when her brother does not come ♪ </i> ♪ And when the sister's much too young ♪,5814259,1493,UK,2014,come
You should come with me some time.,Mm-hm. <i> You should come with me some time. </i> And what do you want me to do?,5814259,392,UK,2014,come
He was so worried that he might say something bad.,"Oh that's better, go on. <i> He was so worried that he might say something bad. </i> That he said nothing at all for twenty years.",5681039,146,UK,2004,bad
I heard you tried to teach my liquer man how to play.,""" Call of Duty""? <i> I heard you tried to teach my liquer man how to play. </i> Well, you know...",4398890,75,UK,2011,man
"These can be gifts, of course, but they do come with some big challenges, socially and emotionally, which will stay with Nathan all of his life.","Traits of autism combined with synaesthesia, sensitive to a change in light and pattern. <i> These can be gifts, of course, but they do come with some big challenges, socially and emotionally, which will stay with Nathan all of his life. </i> But there is no question;",6237485,30,UK,2014,come
Couldn't afford to live round here.,- I come in on the train. <i> Couldn't afford to live round here. </i> Who exactly is paying for all this?,5681039,353,UK,2004,live
"""""... you have successfully earned a place on the United Kingdom maths squad!""",""" Dear Mr Ellis, I am writing to let you know that unfortunately... <i> """"... you have successfully earned a place on the United Kingdom maths squad!"" </i> Oh, my goodness!",6237485,360,UK,2014,squad
"We stick together, all of us.","If you need help, you can always find me. <i> We stick together, all of us. </i> Have you moved on, sir?",6997754,153,UK,2012,stick
"You could be a butcher, or work in a factory.","I'm only using"" bus driver"" as an example. <i> You could be a butcher, or work in a factory. </i> Hello, I'm Alex.",4204063,1264,UK,2009,work
"A bit wet behind the ears, though.","He's a bit keen, your boy, isn't he? <i> A bit wet behind the ears, though. </i> A drink?",4864547,1230,UK,2012,wet
I feel safe with you.,"You don't know anything, girl. <i> I feel safe with you. </i> Nobody's safe with me.",4987950,931,UK,2011,safe
A great run from Lisa Temple.,They're absolutely flying around the top bend. <i> A great run from Lisa Temple. </i> Coming towards the last change-over now,4683078,1600,UK,2012,run
"You know, you keep trying to run away but you've got like Primark written all over you.","Yeah, but they don't look like you. <i> You know, you keep trying to run away but you've got like Primark written all over you. </i> So you are not who you are in the public arena.",4683078,543,UK,2012,run
"It's 6: 00 on Sunday morning, and the BBC Light Programme is beginning another day's broadcast.","Good morning, everybody. <i> It's 6: 00 on Sunday morning, and the BBC Light Programme is beginning another day's broadcast. </i> Fierce fighting between North and South Vietnamese troops in Phuoc Long Province over recent days has come to an end following the arrival of American forces.",4864547,2,UK,2012,light
Don't you want to know if you're sick?,That's me. <i> Don't you want to know if you're sick? </i> I'm not sick.,5052284,423,UK,2002,sick
"50, ante again, the stadium goes quiet for this final of the women's 200 metres.","On your marks. <i> 50, ante again, the stadium goes quiet for this final of the women's 200 metres. </i> Set...",4683078,1152,UK,2012,quiet
Bigger chance of dropping the stick.,"Because it's very risky. <i> Bigger chance of dropping the stick. </i> Yeah, but if it's faster...",4683078,491,UK,2012,stick
"- Well, how long do we wait?","- Just give the man some time. <i> - Well, how long do we wait? </i> I'm already cleaning up after Don and the fucking American.",4471635,765,UK,2010,long
my Mum's dead my Dad did,do your Mum and Dad smoke? <i> my Mum's dead my Dad did </i> my Dad smokes,3121411,617,UK,2006,dead
AND YOU'LL BE BETTER OFF IF WE'RE TOGETHER.,"YOU'RE BETTER OFF IF YOU STICK TOGETHER. <i> AND YOU'LL BE BETTER OFF IF WE'RE TOGETHER. </i> LOOK, ONLY ONE OF US NEEDS TO GO.",5837569,1279,UK,2002,off
IT WOULD BE BETTER IF YOU TWO STICK TOGETHER.,HE'S RIGHT. <i> IT WOULD BE BETTER IF YOU TWO STICK TOGETHER. </i> WE'LL BE FINE IN HERE.,5837569,1284,UK,2002,stick
HOW LONG HAVE YOU AND TOM BEEN GOING OUT?,I DON'T KNOW HOW TOM PUTS UP WITH THIS ONE. <i> HOW LONG HAVE YOU AND TOM BEEN GOING OUT? </i> HOW DID YOU KNOW ABOUT ME AND TOM?,5837569,187,UK,2002,long
"DAMIEN IS NOW POSSESSED, AND IS DETERMINED TO KILL US.","SO, IT'S OFFICIAL THEN. <i> DAMIEN IS NOW POSSESSED, AND IS DETERMINED TO KILL US. </i> AND THERE'S NO WAY OF KILLING HIM, BECAUSE THEN WE WILL BECOME HIM.",5837569,1251,UK,2002,kill
"Then he kept beating me up, so it must have just come out through the beatings.","Erm, the baby went into my fallopian tubes. <i> Then he kept beating me up, so it must have just come out through the beatings. </i> And, erm, then he got a screwdriver and abused me with a screwdriver, internally as well as physically, and then raped me and when I sat up the baby came out.",4136037,918,UK,2010,come
"I had to man the phones, give out my description, take them upstairs, do the business, let them go, give the man his money and I'd keep my money.","There was a guy in the house with me all day. <i> I had to man the phones, give out my description, take them upstairs, do the business, let them go, give the man his money and I'd keep my money. </i> I used to make hundreds.",4136037,777,UK,2010,man
"I think in the morning, when she woke up, I don't know, but you can presume, she wanted to go to sleep, he'd obviously wanted to get up.","He went to bed, Harris went to sleep, obviously. <i> I think in the morning, when she woke up, I don't know, but you can presume, she wanted to go to sleep, he'd obviously wanted to get up. </i> Somebody'd heard her downstairs shouting at Harris,",4136037,1135,UK,2010,woke
"But a touch of the moss from the hills of Donegal, ladies and gentlemen, and it's gone in a flash.","The smallest cut, ladies and gentlemen, can let in poisons from the earth and the air, and before you know it, your very brain starts to boil. <i> But a touch of the moss from the hills of Donegal, ladies and gentlemen, and it's gone in a flash. </i> A boil appears.",4107485,53,UK,2010,touch
"And it will probably take a long time, but then I'm a patient man.","I will find every piece of your heart that has been blown to smithereens and I will put it back together again. <i> And it will probably take a long time, but then I'm a patient man. </i> And, above all, I'll be your friend.",6338678,628,UK,2008,"long, man"
I can't come with you now.,"Mummy! <i> I can't come with you now. </i> 'My grandma took me to see the monument of the Fire of London,'and then we took the boy.",6338678,907,UK,2008,come
- What'd you come to me for?,I done my fucking time. <i> - What'd you come to me for? </i> - Have you seen my mum anywhere?,3345059,308,UK,2008,come
♪ Pull to sounds of the band from Atlantis ♪,"♪ Stand with the families <i> ♪ Pull to sounds of the band from Atlantis ♪ </i> ♪ One lovely day, one lovely day ♪",5536320,1771,US,2014,pull
"- Yo, come on, man, it ain't like that.","- Huh? <i> - Yo, come on, man, it ain't like that. </i> Yeah, fuck it is like that, Chris.",3468388,603,US,2007,"come, man"
"James, who was less than a man, and turned his back on his brothers.","We talkin' about James, the pussy. <i> James, who was less than a man, and turned his back on his brothers. </i> You walk down that street...",5536320,1273,US,2014,man
"What, you still admire the man?","It doesn't feel that way from here, son, from here it feels like you're busy trying to please him. <i> What, you still admire the man? </i> I did.",5891414,606,US,2014,man
She helped you kill them?,Why is she doing this? <i> She helped you kill them? </i> All of them?,3877824,559,US,2009,kill
But she wants to come in.,"After you left, she got very close to Federov. <i> But she wants to come in. </i> She has something on him.",5891414,99,US,2014,come
"Come on, Mason, where am I?","Where am I? <i> Come on, Mason, where am I? </i> The call is being broadcast through this phone.",5891414,426,US,2014,come
"You live in Park Slope, right?","One turtle would've made a difference. <i> You live in Park Slope, right? </i> My mom does.",241730,370,US,2005,live
"I want to have simple, clean lines.","It looks like you have talent. <i> I want to have simple, clean lines. </i> Draw what you see.",5178727,162,US,2010,clean
It broke me up to say goodbye.,"look into her eyes for a few minutes longer. <i> It broke me up to say goodbye. </i> I kissed her, told her I loved her,",6692456,1304,US,2016,broke
"Once you are off you go for him, he is unstoppable.","Your son is cute and sexy and have talent. <i> Once you are off you go for him, he is unstoppable. </i> Now you hear anything else.",5178727,1105,US,2010,off
"From the Toy house, we are down a tool set, grill utensils and about$ 240 in cash.","$ 80 to$ 100 in food and housewares is missing. <i> From the Toy house, we are down a tool set, grill utensils and about$ 240 in cash. </i> Now, I presume we're not pressing charges.",5166024,780,US,2013,tool
Will you not be mad at me for one second?,"I hate you! <i> Will you not be mad at me for one second? </i> Because I want to tell you one thing, OK?",4728198,603,US,2001,mad
"- Yeah, but we do not run on a barter system.","- in your barger system. <i> - Yeah, but we do not run on a barter system. </i> That's not the point.",5166024,1071,US,2013,run
But today I hit 11.,"And for a long time, I thought I'd never beat that. <i> But today I hit 11. </i> And you know, when I have great fucking days like this, it just reminds me how much I love being single.",5450161,1405,US,2013,hit
Does Floppy still have his cold?,"- Yeah. <i> Does Floppy still have his cold? </i> Yeah, but Floppy's getting much better.",4728198,712,US,2001,cold
"I don't know, it's hard to explain, but...","Other than that, I did have sex out of wedlock one time, but it was different, it wasn't just sex, it was like... <i> I don't know, it's hard to explain, but... </i> yeah, that's it.",5450161,1806,US,2013,hard
I don't really want to work there anymore... because there's too many people.,"So, George says that you needed a break from work. <i> I don't really want to work there anymore... because there's too many people. </i> Then maybe we can find you a quieter job, because--",4728198,530,US,2001,work
You're really not allowed to make me feel bad about something.,"No, you're really not. <i> You're really not allowed to make me feel bad about something. </i> I haven't done anything wrong, Luke.",5340423,2195,US,2013,bad
