sentence,is_slang,slang_words,dataset
"מתאים מניאק, מניאק יכול היה להתאים לכולם.. תמיד יש איזה מניאק בן זונה אחד שכזה לכל אחד יש. לכולם יש. אבל המניאק שלי עדיין לא מת... הוא חי וקיים. התעללות גדולה היא אמרה, אני רואה התעללות גדולה  היא מלמלה... עצמה את העיניים ואמרה התעללות גדולה חתיכת חיים היו לך. את רוצה להגיד לאבא שלך כל מה שלא אמרת לו כשהיה בחיים תגידו לו היא אמרה, תוציאי הכל, תתנקי - יהיה לך קל הבטתי אליה במבט מרחם שכזה  אבא שלי? חשבתי שהיא ממש הגדישה את הסיאה  אז יאללה למלחמה חשבתי, אם כבר אז כבר - יאללה חגיגה לא סיפרתי להם שאבא שלי היה האיש הכי נהדר שהכרתי האיש שהכי אהבתי האיש שאני הכי מתגעגעת אליו כי  כולם כבר נכנסו לאטרף שכזה כולם בטח רצו שאני אהרוג את האבא המניאק הזה המת והיה לי כל כך קשה לאכזב אותם. כל כך קשה... את רוצה להוציא את הכאב? היא המשכה בשלה כן צעקתי בלי קול בחזרה תניחי את הידיים על המקום שהכי כואב! תנשמי עמוק ותנשפי תנשמי תנשפי... רציתי לברוח, אבל פחדתי מכל הנוכחים הרואים ואינם נראים שהיא אמרה שהם בחדר מלפני ומאחורי ומצדדי  ומעבר לכתפיי ועשיתי בדיוק כפי שנתבקשתי נשמתי ונשפתי במשך איזה כמה דקות כולם שתקו",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"אצלי במיטה? מי אמר לי את זה שמעון אתה יכול להזכיר לי?. דלוקה עלי רצח וכל מה שאני צריך זה רק לדבר אתה יפה והופ היא מסתלבט עלי? למה מי הפנה אותי לשושנה אה מי? מי אמר לי שהיא אה חתיכת חרא, ואתה עוד שואל מה עשית לי שאני חושב שאתה אותך בטח בידיים לתוך החדר של הבוס הגדול ודרשה ממך שתרד לה? פנימה? למה מה היא זינקה עליך בחושך? אה חתיכת חרא. היא משכה מתוח, ""מה בטעות שמעון? מה עשית בטעות למה, מה היא משכה אותך הקול שואג פתאום מתוך המכשיר ושמעון מזנק במקום שוב לדום למה אתה חושב ככה על שמעון?"" שזיין את הבת של הפקד בטעות? למה רפי, תאמת אבל רפי תגיד לי ככה לומר על שמעון השוטר הכי ותיק שלו קודם כבר שש שנים בגלל לגמגם ""למה רפי, למה מסתלבט. אה רפי, ככה אתה מכיר את שמעון, שמעון הופך מיד ללבן בן לבן יותר גרוע מהקוטג של תנובה ומתחיל על רפי?"" בשאלה איטית מעוד ושקטה מאוד. הקול מגיב מיד ""שמעון אתה מסתלבט עלי, אה ישמעון, אתה מסתלבט עוד טיפה ומיד משיב ""שומע בוס גדול , רוט שומע היטב בוס."" ""שמעון, שומע אותי"" קול אחר יוצא מהמכשיר שלו, ""שמעון נמתח במבטה מוגבר על ידי אישיות לא הכי שפויה במזרח התיכון. כאילו רק הרגע",1,רצח,Norod78/HebrewStageAndLyricsWithNewLines
"נולדה תחת השם מיטל בלידת עכוז  ילדה עם מוצץ בפה ורצון לזוז  הילד שפתח אותה גמר באשפוז  תשישות יתר לא ידע איך לשלוט בענטוז  היא בוערת, שורפת, הורגת, לבה רותחת  מענטזת תרקידי תזיזי-זיזי ת'תחת  פרובוקטיבית איפולסיבית עם אחלה עכוז  (מילים גדולות קשות עלי)- שקט יאללה לזוז  אני אוהבת לנדנד כך את התחת  ואם אינך יכול לראות אז אין דבר  מספיק עם זה ודי איתי זה לא כדאי  קיבלתי כבר ממך לחץ דם גבוה  שיגעת אותי כל כך עם הענטוז שלך  איני יכול יותר בך שלא לנגוע  אז היא אש-אש איך כולי מתרגש  הלב דופק לי בחזה איך אני משתבש  הצילו S.O.S מתפלל פה לנס  היא לא יודעת לנהוג אבל קבלו ת'רוורס  היא לא מותחת, מנופחת מנתחת ת'תחת  מתחת לכפות רגלייה האדמה פה רותחת  יש טרור אבטלה ושחיתות בממשלה  אבל את מי זה מעניין שאין פה תחת כמו שלה  אני אוהבת לנדנד כך את התחת...  אז בואי תזיזי ת'טיזי כאילו שמו לה סחוג  זה שורף וכואב אז יאללה תני בריקוד  בלי להתבייש בואי תזיזי אם יש  תנערי תסובבי כי בוערת שם אש  תחת צומי צונאמי ואני פה גולש  היא נצמדה וניצלה אותי אז תזמינו חובש  זה לא סיפור מהתחת זה סיפור אמיתי  היום על פי הטבעת",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"במקרה מת הבוקר, והוא אהב בירה ואני לא ו... לא חשוב..."" חשתי בדמעות מאיימות לבקע את ארובות העין, ומיהרתי לקדם את הבחילה על חשבונן על-ידי שתיית עוד לגימה מהבירה. אחרי שתיקה קצרה היא אמרה: ""אני מצטערת. לא התכוונתי. אני מטומטמת."" ""זה בסדר,"" אמרתי באדישות. ""גם אני."" ""לא, אני באמת מטומטמת, יש לי דיפלומות."" ""גם לי, גם לי. את לא עושה עליי רושם."" ""חצוף. הוא היה החבר שלך? ז'תומרת הייתם... ביחד?"" היא שאלה בחשש מה. ""אני לא ביחד עם אף אחד. לא, הוא היה סטרייט גמור. למעשה, אם הייתי מספר לו איך את נראית הוא היה מקנא בי. או שלא..."" ""נכון אני נראית טוב? נכון?!"" היא קטעה אותי. הבירה לא פסחה גם עליה אותו ערב, היה ניתן להבחין. ""את נטלי ווד! את כוסית עולם, כן."" צחקתי. ""אני אומרת לך, אני מסתכלת במראה כל יום ויש לי גוף יותר מושלם מלשחקנית פורנו. אני באמת לא מבינה את זה,"" היא דיברה לעצמה. ""מה את לא מבינה, למה לא מתחילים איתך?"" ""למה לא מתחילים איתי?! למה לא אונסים אותי! למה לא משתרע תור באורך דיזינגוף של אנשים שמחכים לרדת לי!"" היא אמרה בסבר פנים חמורות ואז התפקעה מצחוק. פייפרז היה חושב שיש לה חיוך נהדר. ""את",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"יונים, שם ביחד. אהבתי את הימים האלה, אני והוא, שני חברים טובים שתמיד יהיו ""היייייייי, חכה ליייייייייייייי"", שמתי טיל ועקפתי אותו. התחיל לרוץ. טוב, אז ביי"" והתחיל לרוץ, בלי היכון בלי הכן בלי כלום, פשוט ""סתם... חח... יאללה מי שמפסיק לרוץ קונה לשני גלידה"" ""מה את צוחקת? מישהו נתן לך רשות?"" חייך. חתיך שלי, חשבתי לעצמי וצחקתי. וגופייה שהבליטה את כל השרירים שלו. ב-5 ו-5 דקות ו-34 שניות הוא היה בחוץ, עם מכנסיים קצרים ""יש! ביי"". ""בעעע...טוב, אז ב-5 ו-5 דקות ו-34 שניות תהיי בחוץ, טוב? ""אוי נו באמת! אז תזיע קצת מה יש?"" ""מה? למה?השעה 5 בצהריים, שיא החום!"" ""גל, היי, אני יוצאת לרוץ, אתה בא?"" הרמתי את השפופרת וחייגתי.",1,טיל,Norod78/HebrewStageAndLyricsWithNewLines
"אותי בדרך כלל. צירי הוא בחור הבלגאן. "" אתה ישן נורא חזק. אתה יודע"". הנהנתי למרות שידעתי אומר.."" הוא סיפר לי שבדיוק הגיע תורו בלשכת הסעד כשהתחיל זוכר. נראית הרוג וגם היה לך מבט מוזר בעיניים"". ""אם אתה אתמול. הערת באמצע הלילה, כולך מבוהל"". "" אני מתפלא בכלל שאתה הכוורת. רחוק מהמגורים שלנו. בדרך התחלנו לשוחח. ""מה קרה לך המרכולית החדשה נפתחה לא מזמן, בחלקה התחתון של נשארו בייבוש. להזמין"" אמר. ""היית מת"" עניתי, ולקחתי את המעיל. הכנפיים ""יש לי מספיק!"" אמרתי והוא צחק ""לא, אין לך"". ""היום תורך מזיעה. ""מה אתה מתייבש לי פה. אנחנו הולכים לקנות סיגריות. ככה טלוויזיה כל היום, אבל צירי נכנס לי בפרסומות, כולו רטוב והמשטרה כולאת את הרעים להרבה שנים טובות בכלא. יכלתי לראות שהאויב נהרג בצורה מיסטורית. בסוף האימא מצליחה להציל אותו, אחד האויבים הותיקים שלו מעולם הפשע וגילה לו את התוכנית לפני לרופא פרטי במרפאה משלו, והילד גילה את כל זה כי הרופא תפס את לשכפל את עצמו לצבא שלם. כדי להצליח במזימתו הרופא מתחזה שלהם הוא רופא מטורף שאוהב לעשות ניסויים באנשים כי הוא רוצה מנסה להציל את הבן שלה, שלא דומה לה בכלל,",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"ומסופקים הרעש וככה חיים ופרנקו נסעו חזרה הביתה שמחים מאושרים אני רק יכול להוסיף שהיו צעקות של הבנות ושל השכנים להנמיך את שם בחדרים ... לא שיש לי משהו נגד סקס אבל שכל אחד יבין וידמיין לבד מה קרה הולכים לקיים חצי מצווה ... מצוות הפרו 4 זוגות עיניים אדומות 2 זוגות וגראס 1 שמאחד את כולם ותמר לחדר אחר. כמו בסיפור נוח זוגות זוגות הולכים חיים ודנה לחדר אחד פרנקו > חיים < מתפצליים  >פרנקו< מה? > חיים < פרנקו ? השולחן שולחן סלון אחד מלוכלך באנג זרוק ריזלה זרוקה גראס מפוזר על דלוקה בלי ווליום מערכת דלוקה פול ווליום ו 4 אנשים דלוקים, כעבור 2/1 שעה ממבט מלמעלה על החדר אפשר היה לראות טלויזיה >פרנקו< נכון , טוב מה זה משנה עכשיו... > חיים < כל מה שעברנו עם המצת של המכונית מזכיר לך משהו ? >פרנקו< כן ....למה...? > חיים < יש לך מצת ? אומר פרנקו במבט תמים >פרנקו< מה, מה עשיתי ? > חיים < אתה מטומטם ?!?!?? חיים מסתכל עליו בשוק > דנה < יש לך אש, חיים ? רעש של קופה רושמת נפתחת עבר לפרנקו בראש צ'ינג צ'ינג > תמר < אם הבאת חומר הולך להיות פה הרבה יותר טוב...                       תמר מתקרבת לפרנקו >פרנקו< שלום",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"אוסי: (צוחקת) תודה, דפוק אחד. זה ממש מקסים מצידך. אלי: מה תודה? את חייבת לי ריקוד. (הוא מגביר את המוזיקה. הם רוקדים צמודים. מתנשקים. השיר נגמר אך הם עדיין מתנשקים. לאחר כמה שניות הם מפסיקים. מביטים אחד בשני בעיניים כשלפתע אלי קופץ לעבר המזנון ומוציא את הדיסק מהמערכת.) אלי: הנה... (מחזיר את הדיסק לעטיפתו ומגיש לה) מצטער שפתחתי את זה. אוסי: שטויות. תודה. אלי: אין על מה. אוסי: הדיסק מקסים. אתה מקסים. אלי: תודה שהכרחת אותי לראות את הסרט הזה. אוסי: אמרתי לך שאתה עוד תרצה לראות אותו שוב אחרי. אלי: מכל הסרטים הישנים שאת אוספת זה הסרט שהכי אהבתי. לחלוטין.  אלי: אם את אומרת. מה שכן, קתרין הפבורן הזאת באמת הייתה פצצה. אוסי: אודרי הפבורן, דפוק. קתרין הייתה הכול חוץ מפצצה. אלי: מה שתגידי. את הרי יודעת שבסופו של דבר לא ממש התחברתי לשאר הסרטים הקיטשיים שלך. אוסי: אז למה לזה בכל זאת התחברת? אלי: לא יודע. אני מניח שבגלל הסוף שלו. אוסי: כן, אין על הסוף. אלי: חבל שאצלנו זה לא ככה. אוסי: חבל באמת. (פאוזה קצרה) אלי: רוצה עוד שוט? (מתיישב חזרה)  אוסי: אני כבר כולי מסטולה. (מתיישבת לידו) אלי: אז עוד אחד לא",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
"האונה המשוטטת- פרק 1- זאת ירושלים  הדיאלוג הנ""ל התרחש במציאות,  למחרת הלילה בו בישרו חב""ד שהמשיח עומד להגיע. המקום: ירושלים, רחביה. השנה: 1992 המיקום: מונית להר הצופים משתתפים: נהג מונית, והח""מ. נהג- וואלה, שיחקו לנו אתמול קטע, מה?  אני- מי? נהג- מה מי? חב""ד, אלא מי? אמרו יבוא משיח, חיכיתי כל הלילה- לא בא. אני- חב""ד אמרו שיבוא המשיח? נהג- (בבוז) איפה אתה חי אתה? אמרו, בטח שאמרו. אני-  מצטער, לא הודיעו לי. נהג- ארבע בבוקר, מת ללכת לישון, יושב כמו אהבל מול הטלויזיה לראות אולי יודיעו משהו. אני- ושום דבר? נהג- שום דבר. אני-  מצטער. נהג- ככה משחקים באנשים כאילו היו... לא יודע מה. כאילו זבובים היינו. אני- כן, אבל גם זבובים לא יושבים כל הלילה ומחכים למשיח, אתה יודע. נהג- קוס אימ-אימ-אימא של כולם. מנייקים, זונות כולם. אני- נכון. אתה מאמין במשיח? נהג- מאמין, בטח שמאמין. חייבים להאמין, אחרת מה? אני-  מה? נהג- תאמין לי- מי שלא מאמין במשיח יאכל אותה עד העצם. אתה תראה. אני- מה יקרה לו? נהג- אני לא ממש מבין בזה אבל אל תדאג. אתה תראה. אני- תגיד לי משהו. אם המשיח בא מחר, מה קורה? נהג- מזתאומרת מה",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"משחק דוקים עם קואלה אחוז דיבוק, אנחנו עוד חבורה על סף פירוק. מפחדים להשמיע שיהוק, כל צליל מזערי יגרום לריסוק. שומרים על החריזה אפילו אם זה דפוק. הולכים בטור אופקי בתחושת ניתוק, חיילי צעצוע על קו הזינוק.",1,דפוק,Norod78/HebrewStageAndLyricsWithNewLines
יהי זכרך ברוך אבו מיכה הקדוש אבל אף אחד לא ידע לתת כמוהו בראש יש כמו אבו מיכה עוד אלפי קדושים לא נורא אומרים כאן כל האנשים אולי יום אחד הוא יקום ויחצה את המדבר ועכשיו אני עומד מעל קברו הקר בחור שהכרתי שלא ידע לחשוש אכן זוהי הבלדה על מיכה הקדוש מיכה הקדוש מתחיל עכשיו להמתוטט עוד כמה שנים והוא כבר יהיה מת מזונות הוא לא משלם ואפילו לשלומם הוא לא שואל ויש לו ילדים בכל קצוות תבל כן ככה זה מר מיכה החיים כאן משתנים בגיל 23 כבר נראה כמו בן שמונים לשכב עם בחורות כבר הפך עניין נדיר כן אבו מיכה מסתובב עכשיו ברחובות העיר לך תאסוף קצת כסף ותקימו משפחה תמצא לך אישה שתרצה לנצח להיות איתך לקחת את החיים לכיוון טיפה אחר ואמרתי לו יא מיכה לא הגיע הזמן להתבגר? ובחורות היו עומדות אצלו בתור בקצב מסחרי היה יושב בחדר שומע פוליס בווליום נוראי בחור שאלכוהול ונובלס פוצצו לו את הראש,1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"פרסי או סורי או לא יודע מה שטוען שהוא היה מוצא דרך לתחמן אותי. בשלב מסוים נשבר לי וביי ביי חבר מתביישים בו, לכן תמיד שהייתי נפגע והוא היה צריך אותי הוא בכושר מניפולציה שטובי המנהיגים הפאשיסטים לדורותיהם לא היו חולם להיות חבר כנסת או אסטרונאוט או לא יודע, והוא גם ניחן מפוארת ומהודרת אני נדחקתי הצידה כאילו לא הייתי. הבן אדם גם חלום חדש ותחפושת הזהות החדשה שלו הייתה לבושה עליו בצורה לספק את הצחוק את האלכוהול ואת הסמים. ובכל פעם שהוא הגשים בהתקפות-מעבר בין זהות לזהות הוא היה זקוק לי, אני הייתי שם והומו )אני כמעט בטוח בקשר לאחרון...( בכל פעם שהוא היה הירח, קלאבר ויחצ""ן מועדונים מוכר, כבאי, איש צופים מן המניין הספיק להיות ערס, פריק, וואנבי ערס, וואנבי פריק,י לד אור ממשבר זהות קשה בלשון המעטה. ב-31 שנות הכרות שלי איתו הוא קטנה. סכיזופרניה מטורפת! אבל סכיזופרניה במודע! הוא סובל היה את ספי. אני הייתי בשבילו תמיד. אבל יש לו בעיה קטנה קטנה ארחיב רק על אלה שגם אני הרגשתי שהם חברים שלי. חסד ולגרום לי להרגיש אממ חרא. לוזר. פראייר אממ... ואדיוט. לאט לאט ובהדרגתיות אחד אחרי השני הם החלו לשכוח את אותם",1,כבאי,Norod78/HebrewStageAndLyricsWithNewLines
"גם כן?! כח לקום להשתין אפילו אז לענות לטלפון. ככה אני רואה את הזקנה עוברת בי, את השעמום, העצלות, אין לי ""דרינג, דרינג"" ""דרינג, דרינג"" עד שמישהו לא ייתקשר, אנ'לא קמה. לא זזתי שלוש שעות, אפילו שמתחיל לי פיפי, אבל לא אנ'לא אקום, יושבת ככה כבר שלוש שעות, ואף אחד לא חשב להתקשר אליי, אני גם בטלויזיה יש מלא פרסומות לקרמים ואוהד עדיין לא התקשר, אני עם הפופיק שלי. על הרצפה, לא היה בא לי לקנות פחיות, עם היד השניה אני משחקת שכבר שכחתי שהדלקתי, יש בניין של אפר בראשה, מלא בקבוקי קולה אני יושבת לי על הספה, נימרחת על כל הכריות, סיגריה אחת ביד התקשר.",1,פיפי,Norod78/HebrewStageAndLyricsWithNewLines
"23:2, בן-זונה שנראים כאילו הם יכולים להפיל מטוסים, מתנה לגיוס מדודה של השמירה. הצצתי בשעון שלי, אחד מה-ג'י-שוקים הענקיים האלה מקפל את הקצוות מעבר למשקפיים, ויצאתי לכיוון העמדה של נראה מזמין. טוב, אין מה לעשות. שמתי את כובע הצמר על הראש, שיצאתי ממנה, מהאוהל שטוף הזיעה והמחניק, שיחסית לקור הזה כבר לשמור קצת לילות דצמבר בנגב, חשבתי. נזכרתי במיטה החמימה חשבתי על הדס, אחותי, שתמיד מתלוננת כמה חם בארץ הזאת. שתבוא כשיצאתי מהאוהל, הדבר הראשון שהכה בי היה הקור של הלילה. בחלומות. איך שאני מכיר את בנישתי, זה בטח אופנוע או משהו. בנישתי, שחזר לשינה ולאיזה שוודיות או מה שלא יחכה לו לפני השינה. יצאתי מהאוהל, יחד עם הצלילי נחירה הראשונים של והעברתי יד בשיער. לקחתי את הרובה וכובע צמר שהנחתי על התיק קמתי לתוך המכנסיים, שמתי את הדובון, יישרתי את המשקפיים, כזה. ואני הרבה, הרבה יותר מפוזר משמוליק. הרובה שלו, ככה סתם איפושהו בבסיס, אני מת מפחד שיקרה לי דבר והדובון, מוודא שוב שהרובה אצלי. מאז ששמוליק סגל איבד את משפשף עיניים, מרכיב משקפיים. מתכופף להרים את המכנסיים לי, ואני מנתק את החוטים האחרונים של החלום,",1,"להרים,מת",Norod78/HebrewStageAndLyricsWithNewLines
"מרקו והיה לו מבטא אחר כך חילקו אותנו לקבוצות לפי יחידות: קרקס, בית חולים, אבא, אם יש לך אחד כזה. בלב' וגם 'לא נמס תחת אש'  ועוד כל מיני כאלה להדביק באוטו של כשבסוף נתנו לכולם מדבקות שהיה כתוב עליהן 'פלסטיק בראש - זהב הגיבוש ובטח מנכשים עכשיו עשבים במאדים וצוחקים ומבסוטים, אלוף מבוגר והעביר מורשת קרב ואני חשבתי על החברה שעברו את את הביתן של פלימוביל מצאתי בלי בעיות כי היה כתוב עליו לך מזל היום: פתחו עוד צוות במירוצים. מתאים לך?"" קב""ן בלגאנים. כלום לא עזר. ולך תדפוק נפקדות באוקיינוס. ""יש בתחת שלי. מה חבר שלי לא עשה בשביל לצאת משם. שבירות שמירה, לצי, אבל אני לא יכול להכריח אותך. זה התנדבותי"". התנדבותי פלימוביל?"", הוא דפדף ""תראה אני חושב שיום אחד תצטער שלא הלכת זה כל כך בשבילי. אין לך משהו בפלימוביל?"", ""דווקא מהעגיל הצבאי, בקושי להפניה נתנו לו לצאת.  ""אני לא חושב שהים ערסל עם סקאביאס והיציאות על הפנים. הוא קיבל אינפקציה באוזן לטחון שמירות כמו כלב על ראש התורן, להסתובב עם חרב לכל מקום, לגו פירטים. טירונות חורף בדנמרק, קור כלבים ואחר כך מה? עשיתי את עצמי כאילו אני חושב על זה. יש לי חבר,",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"לשים מוסיקה רכה. אבל במהרה הגוף חסר מנוח, הראש מתכווץ. לא נשאר דמיון להפליג בו, נשכחו הזיכרונות, מת הרגש. יוסטון המזדיינת, הוא חשב, אנחנו צריכים עזרה. הוא בעצמו התנתק מהטלוויזיה, אין אף ערוץ ותחנה. הוא לא ידע אם זה לטובה או לרעה, הוא רק ידע שהטלוויזיה הכניסה אותו לסרטים ושיגעה לו ת'מוח. אבל בלעדיה, לפעמים, כל-כך ריק.",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"42. להנעל בשגרירות איראן, כשדרכון יהודי זה הדבר היחיד שיש קלטת של וואללה מוור בריפיט במשך שבוע, ואז להכנס לחדר. 32. לכלוא את צמר גפן עם אקדח 9 מ""מ בתוך חדר, ולהשמיע לה 22. לברוח מאלקטרז. 12. לצאת עם פסיכופטית ממחלקה ד' בגהה, ולזרוק אותה. אותה. 02. לצאת עם אסירה לשעבר על רצח בעלה מנווה תרצה, ולזרוק בדיוק איזה קולומביאני יהרוג אותך מחמדנות. 91. לטוס לדרום אמריקה ולנסוע באוטובוס עם קילו קוקאין עלייך, 81. לטוס להודו. 71. להפיל כוורת של דבורים בידיעה שאתה אלרגי אליהם. 61. להיזרק לתוך כלוב צבועים כשחתול מת קשור אלייך. 51. לגעת בגור חתולים כשאמא חתולה לידו. 41. לצעוק ""חטיפה"" על מטוס מתל אביב לניו יורק. 31. להסתובב עם מעיל דובון בכיכר דיזנגוף באמצע אוגוסט. 21. להתנדב לשרת בחמאס. 11. לעשן 2 קופסאות נובלס ביום )אחרי חודש מתים. בדוק(. 01. להדליק סיגריה ביום כיפור באמצע רחוב ראשי. 9. להגיד שאלוהים מת בכניסה לבני ברק. 8. להסתובב בטיילת של בת ים לא חמוש. למשחק עם חולצה אדומה. 7. לקנות כרטיסים לדרבי התל אביבי לשער 11 של מכבי, ולהופיע 6. לקפוץ מצומת מעריב ולחכות עד שההומלסים באיזור יאכלו אותי. שקופץ",1,"מת,רצח",Norod78/HebrewStageAndLyricsWithNewLines
"מטורפים... זה בסה""כ שירותים. של החתולה.. של השכן.. ההיא בצבע כתום צהוב.... באנה אתם ומאז לא נראו עקבותיה.... היא הלכה. ""נראה"" אמרתי בחיוך נבזי. ""מה? אל תגזים סה""כ שירותים"" ""קחי. אבל זו ההלוויה שלך..."" ""לא. ת'אמת אני צריכה... תביא את המפתח..."" ""היית פעם בשירותים שלהם?"" ""איפה היית כל כך הרבה זמן?"" הרגשתי בטוח. נעלתי את הדלת וברחתי... הגעתי למדרגות וראיתי את הרחוב.... כלום... פשוט כלום לא היה שם... אין לי מושג מה שמעתי... חתול? כלב? איגואנה? סגרתי את המכנס ופתחתי את הדלת לא יודע כבר למה לצפות.. עוד מה הולך כאן? אפילו להשתין אי אפשר בעולם הזה? פתאום התחלתי לשמוע רעשים מהחדר הרביעי שמול השירותים.. וידאתי שאין עוד שום דבר מטורף מסביב ופתחתי את המכנס... ברגע שהתקרבתי הוא שמע וזינק החוצה וברח... עכבר חמוד וקטן ישב לו בתוך הכיור... חשבתי שהוא מת... אבל פתחתי אותה לאט לאט מוכן לכל דבר שיבוא... כמעט... הדלת. אחרי שניקיתי את השיער הכנסתי שוב את המפתח למנעול ופתחתי את לי בפנים ובשיער.. ונפל לרצפה. התכופפתי להרים אותו ונתקלתי ברשת קורים שנתפסה התקדמתי והכנסתי את המפתח לחור המנעול.. הוא החליק לי מהיד",1,"צהוב,להרים,מת",Norod78/HebrewStageAndLyricsWithNewLines
"עמוק, לא מצליחה לגמור, חרמנית אש. דפקתי אותה כל-כך חזק, הזין שלי נשבר. אחר-כך ביקשה שהביא עוד גבר, ועוד אחד. עשיתי. אספתי אותם מהרחובות. ""קוסית-על לא נורמאלית בשכל,"" אמרתי. ""מתה לזין, כל זין, רק שידחפו לה כבר."" והם היו באים, מחכים ליד הדלת, נכנסים בתור. זה גמר מהר מדי, זה טחן אותה, זה היה עדין מדי, זה הכאיב לה והיא אהבה את זה, כל אחד וסגנונו. ואני אומר לה, מאמי, את זונה. ""זונה מזדיינת,"" הייתה אומרת וצוחקת.",1,אש,Norod78/HebrewStageAndLyricsWithNewLines
"yeeee....  הקבוצה זה ת,א,ק,ט ( o.k)  ומי שרוצה להתעסק איתם מת  2006  let's go  damm right  היפ הופ אתם לא מבינים  שטויות אומרים זה לא מקובל  כל משפט שלי משוכלל משאיר אותך מבולבל  נפל האסימון ראפ ישראלי יש המון  שולט על המיקרופון, באבא בא ודוהר למקום הראשון  הכי מהיר לא שמת לב אל הקטע עד שניכנסתי  לא שמת לב למילים עד שנירטבת ממה שירקתי  הינה טישו, מחפש ראשים אמיתיים אולי ראיתם מישהו פה  במקום לישתוק תגידו לא  אז הנה אחד אמיתי שלא שם זין מוציא ת'חרא לאור פותח לכל המדינה ת'מעיים  נכון מיצטער גנבתי לכם ת'נוער  למה סאב מדבר אס אם אס שאתם מדברים יונות דואר  תבין קהל ישראלי זה כמו אישה בלי בטחון שמפחדת שאתה בוגד ומזדיינת המון  וכל היום עצבים מזימות תככים  כתבים כתבות שקרים  כולם שורפים את כל הגשרים ואז נופלים אל התהום  הקבוצה זה ת,א,ק,ט ומי שרוצה להיתעסק איתם מת  כולנו יחד לא יודעים פחד  ולא אנחנו לא ניפול ולא נחזור שוב לאחור  כי יד ביד נתקדם  ואת העולם נהמם  יש כאלה שעושים ראפ לעשות כסף  אני כסף כדי לעשות ראפ זה כל הקשר  מתעקש, תאקט לא מקבלים צ'קים  לא מסכימים להיות אומנים סובלים כמו כל",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"שהיא חשבה שניפגש כידידים, ואני רציתי כמה שיותר מהר טוב שלה, אז דאגתי לזה שלא נדבר לפחות שנתיים. ידידות אפלטונית. בפעם האחרונה שמישהי אמרה לי שאני הידיד הכי לחשוב בכיוון של ידידים, על אף שאני נגד כל מה שמרמז על עובדה. מילא אם היא לא הייתה אקסית אז עוד איכשהו היה אפשר לפני שהם מגיעים לרצפה. אל תשאלו אותי איך גילו את זה אבל זאת שבהן הייתי מת מדום לב. הרי 07 אחוז מהמתאבדים מתים מדום לב הנפשית שלנו, כנראה שהנפילה הייתה לוקחת מספר שניות טובות משעמם לי איתה. אם הייתי קופץ בין הקרבה הפיזית שלנו לקרבה תמימה, ולחשוב עוד שהיא באמת חשבה שסתם נשב ונדבר, הרי כל כך שנתתי לה את כל הרמזים הברורים שזאת לא הולכת להיות פגישה ולשאול אם היא רוצה להזדיין. סתם בזבזתי זמן וכסף, מה עוד",1,מת,Norod78/HebrewStageAndLyricsWithNewLines
"שאני לא בנוי לקשר וכל זה, ואני לא טוב בשבילך, במקום לומר לך ""מה את מדברת, איך את לא זוכרת אותנו על שתי הכורסאות בסלון, לפני שיתחיל לשנוא. איך היא לא זוכרת. בשבילך עכשיו, חופר תוך כדי דיבור תירוץ לברוח ממנה, ורחוק. הכורסאות בסלון, עם האמא של כל הלא בנוי לקשר אני לא טוב הוא לא מאמין. מה היא מדברת, איך היא לא זוכרת אותם על שתי ממני? נפלת על הראש, זאת אני שזרקתי אותך"". ""רגע רגע רגע"", דפנה קוטעת אותו, ""מה זאת אומרת אתה נפרדת גרוע היה בשנים שחיפשתי את עצמי, ממש אחרי שנפרדתי ממך.."" ""כן. אהה. ממש. את לא רואה שהחיים שלי יותר טובים עכשיו? הכי ""אז זה מה שנהיה ממך?"" עליהן. ואפילו הבעות, יכולת לעשות איתן מה שתרצה. הצרפתים השתגעו תלת מימדיות של עצמות וכלי דם ובשר וציפוי עור דיגיטליים, לא היו סתם מאוירות, הדמויות, הן היו מלאכת מחשב עדינה, שכבות את הפציעות הריאליסטיות שדמויות המחשב שלו יודעות לעשות. הן עברו לספה, בדרך הוא הספיק לזעזע אותה כשהדגים על המחשב שלה מבין אותה. הדברים שנדמה לו שגם איריס יודעת לומר. אחר כך תיארה כמה רגוע לה עכשיו עם אלכס. כמה הוא אוהב אותה וכל כך דפנה הדגימה לו איך עוד לא",1,חופר,Norod78/HebrewStageAndLyricsWithNewLines
